frame_number,timestamp,frame_status,camera_status,is_face_valid,is_face_human,head_pose_yaw,head_pose_pitch,head_pose_roll,head_pose_yaw_cal,head_pose_pitch_cal,head_pose_roll_cal,pupil_dilation_ratio,right_eye_open_perc,left_eye_open_perc,R_eye_x,R_eye_y,R_eye_z,R_eye_x_cal,R_eye_y_cal,R_eye_z_cal,R_eye_gaze_yaw,R_eye_gaze_pitch,R_eye_gaze_yaw_cal,R_eye_gaze_pitch_cal,L_eye_x,L_eye_y,L_eye_z,L_eye_x_cal,L_eye_y_cal,L_eye_z_cal,L_eye_gaze_yaw,L_eye_gaze_pitch,L_eye_gaze_yaw_cal,L_eye_gaze_pitch_cal,gaze_yaw,gaze_pitch,gaze_yaw_cal,gaze_pitch_cal,gaze_x,gaze_y,gaze_z,gaze_x_cal,gaze_y_cal,gaze_z_cal,head_coord_x,head_coord_y,head_coord_z,head_coord_x_cal,head_coord_y_cal,head_coord_z_cal,id,user_name,is_smoking,is_using_phone,is_wearing_seatbelt,has_glasses,eyes_on_road,attentiveness,drowsiness,aoi,aoi_x,aoi_y,aoi_z,Perclos,mouth_openness,left_eye_openness_in_pixels,right_eye_openness_in_pixels,eye_mode,fixation_length
312,1.57686E+12,PROCESSED,DARK_IMAGE,TRUE,YES,-12.07905,13.3747,2.238812,-12.07905,13.3747,2.238812,58.12683,89,75,69.81495,1.330839,-5.128613,69.81495,1.330839,-5.128613,6.395063,-20.23279,6.395063,-20.23279,68.49975,-5.082026,-5.990851,68.49975,-5.082026,-5.990851,,,,,6.395063,-20.23279,6.395063,-20.23279,69.81495,1.330839,-5.128613,69.81495,1.330839,-5.128613,69.15735,-1.906255,-5.564334,69.15735,-1.906255,-5.564334,0,Unknown,NO,NO,NO,NO,NO,DISTRACTED,AWAKE,1,7.946484,-5.603425,-28.07477,,0,9.981812,14.37616,SACCADE,
313,1.57686E+12,PROCESSED,DARK_IMAGE,TRUE,YES,-12.46155,13.45917,2.170698,-12.46155,13.45917,2.170698,58.12683,88,73,69.59921,1.689013,-4.682675,69.59921,1.689013,-4.682675,5.11491,-2.677651,5.11491,-2.67765,68.24301,-4.748636,-5.511432,68.24301,-4.748636,-5.511432,-25.77318,0.7337606,-25.77317,0.733757,-10.32913,-0.9719453,-10.32913,-0.9719467,68.92111,-1.529811,-5.097054,68.92111,-1.529811,-5.097054,68.92111,-1.561632,-5.101626,68.92111,-1.561632,-5.101626,0,Unknown,NO,NO,NO,NO,YES,ATTENTIVE,AWAKE,5,-25.28025,15.63897,-6.721539,,0,9.934875,14.40741,SACCADE,
314,1.57686E+12,PROCESSED,DARK_IMAGE,TRUE,YES,-12.62472,13.71526,2.112002,-12.62472,13.71526,2.112002,58.12683,90,75,68.77421,2.215908,-4.01453,68.77421,2.215908,-4.01453,-15.77493,-2.323877,-15.77493,-2.323875,67.40054,-4.100543,-4.512611,67.40054,-4.100543,-4.512611,-26.12437,0.9082335,-26.12437,0.9082336,-20.94965,-0.7078218,-20.94965,-0.7078247,68.08737,-0.942318,-4.263571,68.08737,-0.942318,-4.263571,68.08737,-0.9742745,-4.266519,68.08737,-0.9742745,-4.266519,0,Unknown,NO,NO,NO,NO,NO,DISTRACTED,AWAKE,5,-22.64442,33.7949,-5.463866,,0,14.64716,18.49347,SACCADE,
315,1.57686E+12,PROCESSED,DARK_IMAGE,TRUE,YES,-12.93519,14.34418,1.937863,-12.93519,14.34418,1.937863,58.12683,92,78,71.6076,2.792382,-3.683402,71.6076,2.792382,-3.683402,-31.97282,7.082442,-31.97282,7.082443,70.20071,-3.708773,-4.019648,70.20071,-3.708773,-4.019648,-44.68026,12.05907,-44.68026,12.05907,-38.32655,9.570757,-38.32655,9.570755,70.90416,-0.4581957,-3.851525,70.90416,-0.4581957,-3.851525,70.90416,-0.4904931,-3.853572,70.90416,-0.4904931,-3.853572,0,Unknown,NO,NO,NO,NO,NO,DISTRACTED,AWAKE,5,6.570419,50.39796,9.975897,,0,20.60889,22.36603,SACCADE,
316,1.57686E+12,PROCESSED,DARK_IMAGE,TRUE,YES,-13.66771,15.38406,1.689968,-13.66771,15.38406,1.689968,58.12683,93,82,72.94129,3.290931,-3.41994,72.94129,3.290931,-3.41994,,,,,71.4562,-3.219051,-3.793012,71.4562,-3.219051,-3.793012,-43.12111,13.02466,-43.12111,13.02467,-43.12111,13.02466,-43.12111,13.02467,71.4562,-3.219051,-3.793012,71.4562,-3.219051,-3.793012,72.19875,0.002464992,-3.608776,72.19875,0.002464992,-3.608776,0,Unknown,NO,NO,NO,NO,NO,DISTRACTED,AWAKE,5,14.49142,50.12704,14.26015,,0,22.52856,24.49854,SACCADE,
317,1.57686E+12,PROCESSED,DARK_IMAGE,TRUE,YES,-14.58361,16.71171,1.24411,-14.58361,16.71171,1.24411,58.12683,95,86,73.06499,3.601058,-3.111489,73.06499,3.601058,-3.111489,,,,,71.48247,-2.870083,-3.56843,71.48247,-2.870083,-3.56843,-41.62259,20.23303,-41.62259,20.23303,-41.62259,20.23303,-41.62259,20.23303,71.48247,-2.870083,-3.56843,71.48247,-2.870083,-3.56843,72.27373,0.3301049,-3.342861,72.27373,0.3301049,-3.342861,0,Unknown,NO,NO,NO,NO,NO,DISTRACTED,AWAKE,2,32.5385,31.73346,15.63343,,0,23.24792,24.05182,SACCADE,
318,1.57686E+12,PROCESSED,DARK_IMAGE,TRUE,YES,-15.56409,18.37786,0.4630784,-15.56409,18.37786,0.4630784,58.12683,97,90,74.12563,3.882329,-3.227775,74.12563,3.882329,-3.227775,,,,,72.43925,-2.447597,-3.584149,72.43925,-2.447597,-3.584149,-40.5574,20.39465,-40.5574,20.39465,-40.5574,20.39465,-40.5574,20.39465,72.43925,-2.447597,-3.584149,72.43925,-2.447597,-3.584149,73.28244,0.6810403,-3.408464,73.28244,0.6810403,-3.408464,0,Unknown,NO,NO,NO,NO,NO,DISTRACTED,AWAKE,2,32.53785,31.70061,15.94182,,0,22.88629,24.81195,SACCADE,
319,1.57686E+12,PROCESSED,DARK_IMAGE,TRUE,YES,-16.67131,19.90835,-0.3946879,-16.67131,19.90835,-0.3946879,58.12683,98,95,76.74109,4.035321,-3.310058,76.74109,4.035321,-3.310058,,,,,74.93805,-2.341878,-3.72414,74.93805,-2.341878,-3.72414,-39.30452,20.59976,-39.30452,20.59976,-39.30452,20.59976,-39.30452,20.59976,74.93805,-2.341878,-3.72414,74.93805,-2.341878,-3.72414,75.83957,0.8089322,-3.520057,75.83957,0.8089322,-3.520057,0,Unknown,NO,NO,NO,NO,NO,DISTRACTED,AWAKE,2,32.74099,32.20158,16.77319,,0,22.91315,24.021,SACCADE,
320,1.57686E+12,PROCESSED,DARK_IMAGE,TRUE,YES,-17.8385,21.5417,-1.301,-17.8385,21.5417,-1.301,58.12683,99,99,76.53222,4.146853,-3.257443,76.53222,4.146853,-3.257443,,,,,74.60691,-2.115771,-3.583802,74.60691,-2.115771,-3.583802,-38.05894,20.33542,-38.05894,20.33542,-38.05894,20.33542,-38.05894,20.33542,74.60691,-2.115771,-3.583802,74.60691,-2.115771,-3.583802,75.56956,0.9758109,-3.423257,75.56956,0.9758109,-3.423257,0,Unknown,NO,NO,NO,NO,NO,DISTRACTED,AWAKE,2,32.41855,30.91533,16.27403,,0,22.64026,22.80621,SACCADE,
321,1.57686E+12,PROCESSED,DARK_IMAGE,TRUE,YES,-18.96374,23.105,-2.220335,-18.96374,23.105,-2.220335,58.12683,98,100,76.36569,4.087112,-3.24335,76.36569,4.087112,-3.24335,,,,,74.32326,-2.125574,-3.553364,74.32326,-2.125574,-3.553364,-37.60218,20.75953,-37.60218,20.75953,-37.60218,20.75953,-37.60218,20.75953,74.32326,-2.125574,-3.553364,74.32326,-2.125574,-3.553364,75.34447,0.9388384,-3.401083,75.34447,0.9388384,-3.401083,0,Unknown,NO,NO,NO,NO,NO,DISTRACTED,AWAKE,2,32.2581,30.27151,16.57252,,0,22.11273,23.30786,SACCADE,
322,1.57686E+12,PROCESSED,DARK_IMAGE,TRUE,YES,-20.14181,24.67866,-3.156856,-20.14181,24.67866,-3.156856,58.12683,96,100,76.22362,4.095196,-3.197222,76.22362,4.095196,-3.197222,,,,,74.05942,-2.141822,-3.479721,74.05942,-2.141822,-3.479721,-37.17354,20.94638,-37.17354,20.94638,-37.17354,20.94638,-37.17354,20.94638,74.05942,-2.141822,-3.479721,74.05942,-2.141822,-3.479721,75.14152,0.9319712,-3.341198,75.14152,0.9319712,-3.341198,0,Unknown,NO,NO,NO,NO,NO,DISTRACTED,AWAKE,2,32.10802,29.6705,16.67392,,0,22.25006,23.34839,SACCADE,
323,1.57686E+12,PROCESSED,DARK_IMAGE,TRUE,YES,-20.99578,26.07854,-3.989915,-20.99578,26.07854,-3.989915,58.12683,94,100,76.09762,4.086399,-3.189595,76.09762,4.086399,-3.189595,,,,,73.84571,-2.111542,-3.460218,73.84571,-2.111542,-3.460218,-36.64948,21.09204,-36.64948,21.09204,-36.64948,21.09204,-36.64948,21.09204,73.84571,-2.111542,-3.460218,73.84571,-2.111542,-3.460218,74.97166,0.9410993,-3.32769,74.97166,0.9410993,-3.32769,0,Unknown,NO,NO,NO,NO,NO,DISTRACTED,AWAKE,2,31.95436,29.05589,16.67912,,0,22.08368,23.14764,SACCADE,
324,1.57686E+12,PROCESSED,DARK_IMAGE,TRUE,YES,-21.88143,26.99402,-4.777548,-21.88143,26.99402,-4.777548,58.12683,92,100,75.59545,4.106145,-3.192404,75.59545,4.106145,-3.192404,,,,,73.25312,-2.066564,-3.48125,73.25312,-2.066564,-3.48125,-36.99113,21.1336,-36.99113,21.13361,-36.99113,21.1336,-36.99113,21.13361,73.25312,-2.066564,-3.48125,73.25312,-2.066564,-3.48125,74.42429,0.9714618,-3.339925,74.42429,0.9714618,-3.339925,0,Unknown,NO,NO,NO,NO,NO,DISTRACTED,AWAKE,2,31.95166,29.0463,16.50644,,0,21.56659,22.61871,SACCADE,
325,1.57686E+12,PROCESSED,DARK_IMAGE,TRUE,YES,-22.60994,27.62156,-5.449542,-22.60994,27.62156,-5.449542,58.12683,89,100,74.15088,4.102364,-3.178937,74.15088,4.102364,-3.178937,,,,,71.73457,-1.971388,-3.480666,71.73457,-1.971388,-3.480666,-37.16573,21.35255,-37.16573,21.35255,-37.16573,21.35255,-37.16573,21.35255,71.73457,-1.971388,-3.480666,71.73457,-1.971388,-3.480666,72.94273,1.015467,-3.333216,72.94273,1.015467,-3.333216,0,Unknown,NO,NO,NO,NO,NO,DISTRACTED,AWAKE,2,31.77072,28.32516,16.12489,,0,21.789,22.43903,SACCADE,
326,1.57686E+12,PROCESSED,DARK_IMAGE,TRUE,YES,-23.24309,27.83884,-6.177345,-23.24309,27.83884,-6.177345,58.12683,87,100,73.78167,4.061773,-3.197551,73.78167,4.061773,-3.197551,,,,,71.3014,-1.844403,-3.438851,71.3014,-1.844403,-3.438851,-36.90636,21.27205,-36.90636,21.27205,-36.90636,21.27205,-36.90636,21.27205,71.3014,-1.844403,-3.438851,71.3014,-1.844403,-3.438851,72.54153,1.05851,-3.321233,72.54153,1.05851,-3.321233,0,Unknown,NO,NO,NO,NO,NO,DISTRACTED,AWAKE,2,31.66883,27.91945,15.85764,,0,21.76752,22.40759,SACCADE,
327,1.57686E+12,PROCESSED,DARK_IMAGE,TRUE,YES,-23.53576,27.87628,-6.641118,-23.53576,27.87628,-6.641118,58.12683,85,100,73.10398,4.031391,-3.25422,73.10398,4.031391,-3.25422,,,,,70.59425,-1.902027,-3.515266,70.59425,-1.902027,-3.515266,-36.61432,21.52493,-36.61432,21.52493,-36.61432,21.52493,-36.61432,21.52493,70.59425,-1.902027,-3.515266,70.59425,-1.902027,-3.515266,71.84911,1.013175,-3.388055,71.84911,1.013175,-3.388055,0,Unknown,NO,NO,NO,NO,NO,DISTRACTED,AWAKE,2,31.47931,27.16246,15.70493,,0,21.80786,22.5896,FIXATION,6
328,1.57686E+12,PROCESSED,DARK_IMAGE,TRUE,YES,-23.63721,27.6972,-6.698391,-23.63721,27.6972,-6.698391,58.12683,84,100,72.73884,4.08015,-3.231086,72.73884,4.08015,-3.231086,,,,,70.21891,-1.931886,-3.546997,70.21891,-1.931886,-3.546997,-36.83981,21.69887,-36.83981,21.69887,-36.83981,21.69887,-36.83981,21.69887,70.21891,-1.931886,-3.546997,70.21891,-1.931886,-3.546997,71.47887,1.021463,-3.39288,71.47887,1.021463,-3.39288,0,Unknown,NO,NO,NO,NO,NO,DISTRACTED,AWAKE,2,31.46429,27.10229,15.72222,,0,21.17126,23.74017,FIXATION,7
329,1.57686E+12,PROCESSED,DARK_IMAGE,TRUE,YES,-23.87678,27.6156,-6.621596,-23.87678,27.6156,-6.621596,58.12683,81,98,71.49148,3.924118,-3.276572,71.49148,3.924118,-3.276572,,,,,68.94749,-2.100935,-3.434079,68.94749,-2.100935,-3.434079,-26.805,10.2684,-26.805,10.2684,-26.805,10.2684,-26.805,10.2684,68.94749,-2.100935,-3.434079,68.94749,-2.100935,-3.434079,70.21948,0.8573026,-3.357853,70.21948,0.8573026,-3.357853,0,Unknown,NO,NO,NO,NO,NO,DISTRACTED,AWAKE,5,5.501198,29.95505,9.443684,,0,14.67261,13.7641,SACCADE,
330,1.57686E+12,PROCESSED,DARK_IMAGE,TRUE,YES,-23.96537,27.74495,-6.469211,-23.96537,27.74495,-6.469211,58.12683,0,0,71.86739,3.694555,-3.66172,71.86739,3.694555,-3.66172,,,,,69.31452,-2.372643,-3.776452,69.31452,-2.372643,-3.776452,,,,,,,,,,,,,,,70.59096,0.6062992,-3.72134,70.59096,0.6062992,-3.72134,0,Unknown,NO,NO,NO,NO,NO,DISTRACTED,AWAKE,,,,,,0,0,0,SACCADE,
331,1.57686E+12,PROCESSED,DARK_IMAGE,TRUE,YES,-23.88313,27.58113,-5.953612,-23.88313,27.58113,-5.953612,58.12683,0,0,71.35829,3.312463,-3.839624,71.35829,3.312463,-3.839624,,,,,68.81367,-2.705545,-4.060524,68.81367,-2.705545,-4.060524,,,,,,,,,,,,,,,70.08598,0.2489166,-3.95338,70.08598,0.2489166,-3.95338,0,Unknown,NO,NO,NO,NO,NO,DISTRACTED,AWAKE,,,,,,0,0,0,INVALID,
332,1.57686E+12,PROCESSED,DARK_IMAGE,TRUE,YES,-23.21708,27.01129,-5.250245,-23.21708,27.01129,-5.250245,58.12683,0,0,70.35722,2.71012,-4.066389,70.35722,2.71012,-4.066389,,,,,67.87957,-3.364875,-4.42854,67.87957,-3.364875,-4.42854,,,,,,,,,,,,,,,69.11839,-0.3819408,-4.252077,69.11839,-0.3819408,-4.252077,0,Unknown,NO,NO,NO,NO,NO,DISTRACTED,AWAKE,,,,,,0,0,0,INVALID,
333,1.57686E+12,PROCESSED,DARK_IMAGE,TRUE,YES,-22.42841,26.1642,-4.493445,-22.42841,26.1642,-4.493445,58.12683,0,0,68.89613,2.182225,-4.11833,68.89613,2.182225,-4.11833,,,,,66.49823,-3.904302,-4.624112,66.49823,-3.904302,-4.624112,,,,,,,,,,,,,,,67.69718,-0.9152233,-4.377072,67.69718,-0.9152233,-4.377072,0,Unknown,NO,NO,NO,NO,NO,DISTRACTED,AWAKE,,,,,,0,0,9.87384,INVALID,
334,1.57686E+12,PROCESSED,DARK_IMAGE,TRUE,YES,-21.29719,25.26077,-3.733146,-21.29719,25.26077,-3.733146,58.12683,20,0,67.24025,1.833826,-4.261507,67.24025,1.833826,-4.261507,8.254011,-13.4956,8.25401,-13.49561,64.9575,-4.280696,-4.916327,64.9575,-4.280696,-4.916327,,,,,8.254011,-13.4956,8.25401,-13.49561,67.24025,1.833826,-4.261507,67.24025,1.833826,-4.261507,66.09888,-1.276608,-4.595941,66.09888,-1.276608,-4.595941,0,Unknown,NO,NO,NO,NO,NO,DISTRACTED,AWAKE,1,6.041451,-7.04395,-19.10281,,0,0,10.85962,INVALID,
335,1.57686E+12,PROCESSED,DARK_IMAGE,TRUE,YES,-20.22409,24.04269,-2.86097,-20.22409,24.04269,-2.86097,58.12683,29,0,67.41521,1.77404,-4.451046,67.41521,1.77404,-4.451046,8.584403,-14.31692,8.584403,-14.31693,65.24253,-4.443145,-5.196452,65.24253,-4.443145,-5.196452,,,,,8.584403,-14.31692,8.584403,-14.31693,67.41521,1.77404,-4.451046,67.41521,1.77404,-4.451046,66.32887,-1.385837,-4.831149,66.32887,-1.385837,-4.831149,0,Unknown,NO,NO,NO,NO,NO,DISTRACTED,AWAKE,1,6.272007,-7.455977,-20.23229,,0,11.27222,12.9624,INVALID,
336,1.57686E+12,PROCESSED,DARK_IMAGE,TRUE,YES,-18.96638,22.90286,-1.808271,-18.96638,22.90286,-1.808271,58.14372,41,23,67.37841,1.597314,-4.502081,67.37841,1.597314,-4.502081,8.477168,-15.81587,8.477168,-15.81587,65.3357,-4.621242,-5.391356,65.3357,-4.621242,-5.391356,-13.22275,-8.191008,-13.22275,-8.19101,-2.372791,-12.00344,-2.372791,-12.00344,66.35706,-1.511964,-4.946718,66.35706,-1.511964,-4.946718,66.35706,-1.560192,-4.954736,66.35706,-1.560192,-4.954736,0,Unknown,NO,NO,NO,NO,YES,ATTENTIVE,AWAKE,1,5.523701,1.00877,-17.89217,,0,11.48932,13.51685,INVALID,
337,1.57686E+12,PROCESSED,DARK_IMAGE,TRUE,YES,-17.6338,21.69934,-0.8449585,-17.6338,21.69934,-0.8449585,58.19957,54,30,67.27327,1.4853,-4.711571,67.27327,1.4853,-4.711571,1.052477,-16.25546,1.052477,-16.25546,65.36934,-4.696737,-5.439468,65.36934,-4.696737,-5.439468,-14.12056,-9.099214,-14.12056,-9.099213,-6.534041,-12.67734,-6.534041,-12.67734,66.3213,-1.605718,-5.07552,66.3213,-1.605718,-5.07552,66.3213,-1.650427,-5.081791,66.3213,-1.650427,-5.081791,0,Unknown,NO,NO,NO,NO,YES,ATTENTIVE,AWAKE,1,5.635468,5.345086,-18.8157,,0,11.41595,13.91174,INVALID,
338,1.57686E+12,PROCESSED,DARK_IMAGE,TRUE,YES,-16.43847,20.40225,0.1048168,-16.43847,20.40225,0.1048168,58.29478,66,41,66.98991,1.389127,-4.825228,66.98991,1.389127,-4.825228,1.531154,-17.68884,1.531154,-17.68884,65.21134,-4.86377,-5.612417,65.21134,-4.86377,-5.612417,-13.66621,-10.12483,-13.66621,-10.12483,-6.067527,-13.90684,-6.067527,-13.90684,66.10062,-1.737321,-5.218822,66.10062,-1.737321,-5.218822,66.10062,-1.779704,-5.225063,66.10062,-1.779704,-5.225063,0,Unknown,NO,NO,NO,NO,NO,DISTRACTED,AWAKE,1,5.958904,4.655501,-20.1939,,0,10.77637,14.16394,SACCADE,
339,1.57686E+12,PROCESSED,DARK_IMAGE,TRUE,YES,-15.1172,19.25027,0.8197303,-15.1172,19.25027,0.8197303,58.31845,79,52,67.44971,1.324498,-4.975523,67.44971,1.324498,-4.975523,1.919665,-17.92213,1.919665,-17.92213,65.81061,-4.960094,-5.748459,65.81061,-4.960094,-5.748459,-14.30209,-11.0204,-14.30209,-11.0204,-6.191212,-14.47127,-6.191212,-14.47127,66.63016,-1.817798,-5.361991,66.63016,-1.817798,-5.361991,66.63016,-1.856729,-5.367557,66.63016,-1.856729,-5.367557,0,Unknown,NO,NO,NO,NO,NO,DISTRACTED,AWAKE,1,6.151234,4.74293,-21.06213,,0,10.88654,14.21582,SACCADE,
340,1.57686E+12,PROCESSED,DARK_IMAGE,TRUE,YES,-14.05749,17.80397,1.586237,-14.05749,17.80397,1.586237,58.29241,86,62,67.41778,1.153682,-4.934357,67.41778,1.153682,-4.934357,2.302059,-18.35845,2.302058,-18.35845,65.89118,-5.126534,-5.748186,65.89118,-5.126534,-5.748186,-13.72587,-11.52001,-13.72587,-11.52,-5.711908,-14.93923,-5.711908,-14.93923,66.65448,-1.986426,-5.341271,66.65448,-1.986426,-5.341271,66.65448,-2.02265,-5.346632,66.65448,-2.02265,-5.346632,0,Unknown,NO,NO,NO,NO,NO,DISTRACTED,AWAKE,1,6.271576,4.053265,-21.53259,,0,11.18921,14.80658,SACCADE,
341,1.57686E+12,PROCESSED,DARK_IMAGE,TRUE,YES,-12.96245,16.5019,2.094871,-12.96245,16.5019,2.094871,58.27542,88,73,67.78051,1.108727,-5.047683,67.78051,1.108727,-5.047683,2.780915,-18.88778,2.780915,-18.88778,66.3707,-5.229035,-5.898344,66.3707,-5.229035,-5.898344,-12.48913,-11.58087,-12.48913,-11.58086,-4.854105,-15.23432,-4.854105,-15.23432,67.07561,-2.060154,-5.473013,67.07561,-2.060154,-5.473013,67.07561,-2.093689,-5.478088,67.07561,-2.093689,-5.478088,0,Unknown,NO,NO,NO,NO,NO,DISTRACTED,AWAKE,1,6.409294,3.091835,-22.05419,,0,10.51746,14.3703,SACCADE,
342,1.57686E+12,PROCESSED,DARK_IMAGE,TRUE,YES,-12.43426,15.63862,2.459221,-12.43426,15.63862,2.459221,58.23151,89,74,68.59145,0.9915949,-5.201223,68.59145,0.9915949,-5.201223,3.139033,-19.51106,3.139033,-19.51106,67.23817,-5.377609,-6.024342,67.23817,-5.377609,-6.024342,-11.61337,-12.23296,-11.61337,-12.23296,-4.237169,-15.87201,-4.237169,-15.87201,67.91481,-2.193007,-5.612782,67.91481,-2.193007,-5.612782,67.91481,-2.224956,-5.617439,67.91481,-2.224956,-5.617439,0,Unknown,NO,NO,NO,NO,NO,DISTRACTED,AWAKE,1,6.654797,2.345604,-23.07854,,0,11.15662,14.98468,SACCADE,
343,1.57686E+12,PROCESSED,DARK_IMAGE,TRUE,YES,-12.05743,14.93342,2.858869,-12.05743,14.93342,2.858869,58.27605,89,75,68.72327,0.9022703,-5.223253,68.72327,0.9022703,-5.223253,3.074783,-18.77171,3.074783,-18.77171,67.41039,-5.501161,-6.11045,67.41039,-5.501161,-6.11045,-11.16463,-12.51901,-11.16463,-12.51901,-4.044924,-15.64536,-4.044924,-15.64536,68.06683,-2.299445,-5.666851,68.06683,-2.299445,-5.666851,68.06683,-2.330539,-5.671657,68.06683,-2.330539,-5.671657,0,Unknown,NO,NO,NO,NO,NO,DISTRACTED,AWAKE,1,6.625244,2.045382,-22.91707,,0,11.15729,14.56927,SACCADE,
344,1.57686E+12,PROCESSED,DARK_IMAGE,TRUE,YES,-11.80736,14.35291,3.273014,-11.80736,14.35291,3.273014,58.27129,89,75,68.87584,0.8143324,-5.215825,68.87584,0.8143324,-5.215825,3.773689,-18.60138,3.773688,-18.60138,67.5898,-5.588481,-6.113129,67.5898,-5.588481,-6.113129,-3.654605,-12.31074,-3.654605,-12.31075,0.05954182,-15.45606,0.05954182,-15.45606,68.23282,-2.387074,-5.664477,68.23282,-2.387074,-5.664477,68.23282,-2.417459,-5.669208,68.23282,-2.417459,-5.669208,0,Unknown,NO,NO,NO,NO,NO,DISTRACTED,AWAKE,1,6.671898,-2.451049,-22.68601,,0,11.90259,14.72491,SACCADE,
345,1.57686E+12,PROCESSED,DARK_IMAGE,TRUE,YES,-11.41235,13.96622,3.632097,-11.41235,13.96622,3.632097,58.22701,89,76,69.06654,0.7650157,-5.273839,69.06654,0.7650157,-5.273839,4.442227,-18.66683,4.442227,-18.66683,67.82293,-5.652707,-6.171736,67.82293,-5.652707,-6.171736,-4.417073,-12.26437,-4.417073,-12.26437,0.01257706,-15.4656,0.01257706,-15.4656,68.44473,-2.443846,-5.722788,68.44473,-2.443846,-5.722788,68.44473,-2.473202,-5.72734,68.44473,-2.473202,-5.72734,0,Unknown,NO,NO,NO,NO,NO,DISTRACTED,AWAKE,1,6.698986,-2.457399,-22.80648,,0,11.77124,14.88843,SACCADE,
346,1.57686E+12,PROCESSED,DARK_IMAGE,TRUE,YES,-11.17636,13.42612,4.110134,-11.17636,13.42612,4.110134,58.23997,89,76,68.88044,0.7819012,-5.226049,68.88044,0.7819012,-5.226049,5.866333,-18.35359,5.866333,-18.35359,67.66222,-5.656344,-6.159431,67.66222,-5.656344,-6.159431,-5.335438,-12.42731,-5.335438,-12.42731,0.2654474,-15.39045,0.2654473,-15.39045,68.27133,-2.437222,-5.69274,68.27133,-2.437222,-5.69274,68.27133,-2.46614,-5.697359,68.27133,-2.46614,-5.697359,0,Unknown,NO,NO,NO,NO,NO,DISTRACTED,AWAKE,1,6.669735,-2.72262,-22.64979,,0,11.96783,14.90143,SACCADE,
347,1.57686E+12,PROCESSED,DARK_IMAGE,TRUE,YES,-10.87917,13.10399,4.436373,-10.87917,13.10399,4.436373,58.2351,88,77,68.86232,0.7647028,-5.229401,68.86232,0.7647028,-5.229401,6.766233,-19.17102,6.766233,-19.17102,67.6761,-5.67419,-6.149168,67.6761,-5.67419,-6.149168,-6.137805,-11.79906,-6.137804,-11.79906,0.3142142,-15.48504,0.3142142,-15.48504,68.26921,-2.454744,-5.689284,68.26921,-2.454744,-5.689284,68.26921,-2.482901,-5.69371,68.26921,-2.482901,-5.69371,0,Unknown,NO,NO,NO,NO,NO,DISTRACTED,AWAKE,1,6.693394,-2.792433,-22.74871,,0,12.18195,15.12976,SACCADE,
348,1.57686E+12,PROCESSED,DARK_IMAGE,TRUE,YES,-10.70864,12.75114,4.805122,-10.70864,12.75114,4.805122,58.21254,88,78,68.61926,0.8088234,-5.20961,68.61926,0.8088234,-5.20961,6.682812,-19.94431,6.682812,-19.94431,67.45141,-5.653877,-6.150632,67.45141,-5.653877,-6.150632,-5.795946,-12.29119,-5.795946,-12.2912,0.443433,-16.11776,0.443433,-16.11775,68.03533,-2.422527,-5.68012,68.03533,-2.422527,-5.68012,68.03533,-2.450441,-5.684579,68.03533,-2.450441,-5.684579,0,Unknown,NO,NO,NO,NO,NO,DISTRACTED,AWAKE,1,6.83379,-2.896197,-23.36611,,0,11.77893,15.13068,SACCADE,
349,1.57686E+12,PROCESSED,DARK_IMAGE,TRUE,YES,-10.6103,12.50918,5.185308,-10.6103,12.50918,5.185308,58.18619,87,79,69.08993,0.8093253,-5.295726,69.08993,0.8093253,-5.295726,8.012365,-20.66492,8.012365,-20.66492,67.93269,-5.636253,-6.308051,67.93269,-5.636253,-6.308051,-6.16295,-12.34307,-6.16295,-12.34307,0.9247079,-16.50399,0.9247079,-16.504,68.51131,-2.413464,-5.801888,68.51131,-2.413464,-5.801888,68.51131,-2.440858,-5.806579,68.51131,-2.440858,-5.806579,0,Unknown,NO,NO,NO,NO,NO,DISTRACTED,AWAKE,1,6.993767,-3.406394,-24.03126,,0,12.06738,13.92371,SACCADE,
350,1.57686E+12,PROCESSED,DARK_IMAGE,TRUE,YES,-10.62027,12.09383,5.536428,-10.62027,12.09383,5.536428,58.22229,86,80,68.31914,0.7784617,-5.223293,68.31914,0.7784617,-5.223293,8.695175,-21.94829,8.695175,-21.94829,67.16081,-5.605978,-6.212306,67.16081,-5.605978,-6.212306,-5.286186,-12.16369,-5.286187,-12.16369,1.704494,-17.05599,1.704494,-17.05598,67.73997,-2.413758,-5.717799,67.73997,-2.413758,-5.717799,67.73997,-2.441229,-5.722446,67.73997,-2.441229,-5.722446,0,Unknown,NO,NO,NO,NO,NO,DISTRACTED,AWAKE,1,7.079838,-4.218871,-24.33654,,0,11.98236,13.96149,SACCADE,
