frame_number,timestamp,frame_status,camera_status,is_face_valid,is_face_human,head_pose_yaw,head_pose_pitch,head_pose_roll,head_pose_yaw_cal,head_pose_pitch_cal,head_pose_roll_cal,pupil_dilation_ratio,right_eye_open_perc,left_eye_open_perc,R_eye_x,R_eye_y,R_eye_z,R_eye_x_cal,R_eye_y_cal,R_eye_z_cal,R_eye_gaze_yaw,R_eye_gaze_pitch,R_eye_gaze_yaw_cal,R_eye_gaze_pitch_cal,L_eye_x,L_eye_y,L_eye_z,L_eye_x_cal,L_eye_y_cal,L_eye_z_cal,L_eye_gaze_yaw,L_eye_gaze_pitch,L_eye_gaze_yaw_cal,L_eye_gaze_pitch_cal,gaze_yaw,gaze_pitch,gaze_yaw_cal,gaze_pitch_cal,gaze_x,gaze_y,gaze_z,gaze_x_cal,gaze_y_cal,gaze_z_cal,head_coord_x,head_coord_y,head_coord_z,head_coord_x_cal,head_coord_y_cal,head_coord_z_cal,id,user_name,is_smoking,is_using_phone,is_wearing_seatbelt,has_glasses,eyes_on_road,attentiveness,drowsiness,aoi,aoi_x,aoi_y,aoi_z,Perclos,mouth_openness,left_eye_openness_in_pixels,right_eye_openness_in_pixels,eye_mode,fixation_length
16,1.57686E+12,PROCESSED,WORKING,TRUE,UNKNOWN,-32.09859,31.55386,-10.2043,-32.09859,31.55386,-10.2043,,0,99,74.32308,5.145095,-2.370911,74.32308,5.145095,-2.370911,,,,,70.98338,-0.6364253,-2.734715,70.98338,-0.6364253,-2.734715,-36.87383,20.44955,-36.87383,20.44955,-36.87383,20.44955,-36.87383,20.44955,70.98338,-0.6364253,-2.734715,70.98338,-0.6364253,-2.734715,72.65323,2.189049,-2.558345,72.65323,2.189049,-2.558345,,,UNKNOWN,UNKNOWN,UNKNOWN,NO,NO,ATTENTIVE,INVALID,2,31.80539,28.75127,15.52715,,0,16.12408,0,SACCADE,
17,1.57686E+12,PROCESSED,WORKING,TRUE,UNKNOWN,-32.60282,31.47621,-10.13912,-32.60282,31.47621,-10.13912,,0,100,75.87286,5.094153,-2.577585,75.87286,5.094153,-2.577585,,,,,72.48643,-0.7089263,-2.876633,72.48643,-0.7089263,-2.876633,-37.07776,19.94042,-37.07776,19.94042,-37.07776,19.94042,-37.07776,19.94042,72.48643,-0.7089263,-2.876633,72.48643,-0.7089263,-2.876633,74.17965,2.127493,-2.731944,74.17965,2.127493,-2.731944,,,UNKNOWN,UNKNOWN,UNKNOWN,NO,NO,ATTENTIVE,INVALID,2,32.06985,29.83325,15.50207,,0,15.67505,0,SACCADE,
18,1.57686E+12,PROCESSED,WORKING,TRUE,UNKNOWN,-32.65482,31.51488,-10.05784,-32.65482,31.51488,-10.05784,,0,99,75.30028,5.064326,-2.452016,75.30028,5.064326,-2.452016,,,,,71.90904,-0.6519914,-2.791668,71.90904,-0.6519914,-2.791668,-36.93206,19.90333,-36.93206,19.90333,-36.93206,19.90333,-36.93206,19.90333,71.90904,-0.6519914,-2.791668,71.90904,-0.6519914,-2.791668,73.60466,2.141461,-2.627148,73.60466,2.141461,-2.627148,,,UNKNOWN,UNKNOWN,UNKNOWN,NO,NO,ATTENTIVE,INVALID,2,31.95451,29.38169,15.30552,,0,15.95947,0,SACCADE,
19,1.57686E+12,PROCESSED,WORKING,TRUE,UNKNOWN,-32.38169,31.45001,-9.92518,-32.38169,31.45001,-9.92518,,0,99,74.80592,5.01485,-2.340097,74.80592,5.01485,-2.340097,,,,,71.43993,-0.7249634,-2.710248,71.43993,-0.7249634,-2.710248,-36.6255,20.17517,-36.6255,20.17517,-36.6255,20.17517,-36.6255,20.17517,71.43993,-0.7249634,-2.710248,71.43993,-0.7249634,-2.710248,73.12292,2.079993,-2.530772,73.12292,2.079993,-2.530772,,,UNKNOWN,UNKNOWN,UNKNOWN,NO,NO,ATTENTIVE,INVALID,2,31.80076,28.74106,15.43795,,0,15.99707,0,SACCADE,
20,1.57686E+12,PROCESSED,WORKING,TRUE,UNKNOWN,-32.18764,31.34693,-9.797114,-32.18764,31.34693,-9.797114,,0,99,74.62809,5.055829,-2.34146,74.62809,5.055829,-2.34146,,,,,71.28011,-0.7267967,-2.709618,71.28011,-0.7267967,-2.709618,-36.60299,20.60811,-36.60299,20.60811,-36.60299,20.60811,-36.60299,20.60811,71.28011,-0.7267967,-2.709618,71.28011,-0.7267967,-2.709618,72.9541,2.099276,-2.531095,72.9541,2.099276,-2.531095,,,UNKNOWN,UNKNOWN,UNKNOWN,NO,NO,ATTENTIVE,INVALID,2,31.8321,28.57307,15.7684,,0,16.01801,0,SACCADE,
21,1.57686E+12,PROCESSED,WORKING,TRUE,UNKNOWN,-32.0178,31.37518,-9.692745,-32.0178,31.37518,-9.692745,,0,98,74.27303,5.058763,-2.301595,74.27303,5.058763,-2.301595,,,,,70.94083,-0.7139406,-2.670865,70.94083,-0.7139406,-2.670865,-36.28123,20.70548,-36.28123,20.70547,-36.28123,20.70548,-36.28123,20.70547,70.94083,-0.7139406,-2.670865,70.94083,-0.7139406,-2.670865,72.60693,2.107288,-2.491779,72.60693,2.107288,-2.491779,,,UNKNOWN,UNKNOWN,UNKNOWN,NO,NO,ATTENTIVE,INVALID,2,31.70983,28.08433,15.72392,,0,16.10303,0,SACCADE,
22,1.57686E+12,PROCESSED,WORKING,TRUE,UNKNOWN,-31.90824,31.45384,-9.592915,-31.90824,31.45384,-9.592915,,0,98,74.37045,5.041698,-2.270287,74.37045,5.041698,-2.270287,,,,,71.04844,-0.7070684,-2.678403,71.04844,-0.7070684,-2.678403,-36.10452,21.10147,-36.10453,21.10147,-36.10452,21.10147,-36.10453,21.10147,71.04844,-0.7070684,-2.678403,71.04844,-0.7070684,-2.678403,72.70944,2.102748,-2.480301,72.70944,2.102748,-2.480301,,,NO,UNKNOWN,UNKNOWN,NO,NO,ATTENTIVE,INVALID,2,31.68916,27.99898,16.12074,,0,15.92712,0,SACCADE,
23,1.57686E+12,PROCESSED,WORKING,TRUE,UNKNOWN,-31.82534,31.41664,-9.550333,-31.82534,31.41664,-9.550333,,0,98,74.56912,5.008088,-2.383905,74.56912,5.008088,-2.383905,,,,,71.25484,-0.7802635,-2.725957,71.25484,-0.7802635,-2.725957,-36.46811,21.79373,-36.46811,21.79373,-36.46811,21.79373,-36.46811,21.79373,71.25484,-0.7802635,-2.725957,71.25484,-0.7802635,-2.725957,72.91198,2.049193,-2.560139,72.91198,2.049193,-2.560139,,,NO,UNKNOWN,UNKNOWN,NO,NO,ATTENTIVE,INVALID,2,31.78815,28.38957,16.897,,0,16.35901,0,SACCADE,
24,1.57686E+12,PROCESSED,WORKING,TRUE,UNKNOWN,-31.85566,31.3704,-9.574083,-31.85566,31.3704,-9.574083,,0,98,74.56947,5.024806,-2.32024,74.56947,5.024806,-2.32024,,,,,71.25236,-0.7686697,-2.713859,71.25236,-0.7686697,-2.713859,-36.79512,22.45718,-36.79512,22.45718,-36.79512,22.45718,-36.79512,22.45718,71.25236,-0.7686697,-2.713859,71.25236,-0.7686697,-2.713859,72.91091,2.063242,-2.522833,72.91091,2.063242,-2.522833,,,NO,UNKNOWN,UNKNOWN,NO,NO,ATTENTIVE,INVALID,2,31.86491,28.69167,17.61668,,0,16.85187,0,SACCADE,
25,1.57686E+12,PROCESSED,WORKING,TRUE,UNKNOWN,-31.96627,31.47536,-9.614049,-31.96627,31.47536,-9.614049,,0,98,74.6544,4.996348,-2.427797,74.6544,4.996348,-2.427797,,,,,71.32699,-0.757069,-2.769948,71.32699,-0.757069,-2.769948,-37.00173,23.49611,-37.00173,23.49611,-37.00173,23.49611,-37.00173,23.49611,71.32699,-0.757069,-2.769948,71.32699,-0.757069,-2.769948,72.99069,2.055138,-2.604126,72.99069,2.055138,-2.604126,,,NO,UNKNOWN,UNKNOWN,NO,NO,ATTENTIVE,INVALID,2,31.92743,28.93449,18.67741,,0,17.05035,0,SACCADE,
26,1.57686E+12,PROCESSED,WORKING,TRUE,UNKNOWN,-31.94873,31.55736,-9.578733,-31.94873,31.55736,-9.578733,,0,99,74.42963,4.969205,-2.47857,74.42963,4.969205,-2.47857,,,,,71.10385,-0.8248351,-2.792293,71.10385,-0.8248351,-2.792293,-37.00104,24.22131,-37.00104,24.22131,-37.00104,24.22131,-37.00104,24.22131,71.10385,-0.8248351,-2.792293,71.10385,-0.8248351,-2.792293,72.76674,2.007031,-2.640396,72.76674,2.007031,-2.640396,,,NO,UNKNOWN,UNKNOWN,NO,NO,ATTENTIVE,INVALID,2,31.88979,28.72619,19.29696,,0,16.56268,0,SACCADE,
27,1.57686E+12,PROCESSED,WORKING,TRUE,UNKNOWN,-31.76356,31.64394,-9.543585,-31.76356,31.64394,-9.543585,,0,99,74.4363,5.001841,-2.490565,74.4363,5.001841,-2.490565,,,,,71.12778,-0.7673803,-2.82172,71.12778,-0.7673803,-2.82172,-36.65383,25.15204,-36.65384,25.15204,-36.65383,25.15204,-36.65384,25.15204,71.12778,-0.7673803,-2.82172,71.12778,-0.7673803,-2.82172,72.78204,2.052727,-2.661282,72.78204,2.052727,-2.661282,,,NO,UNKNOWN,UNKNOWN,NO,NO,ATTENTIVE,INVALID,2,31.84625,28.46297,20.16884,,0,16.66211,0,SACCADE,
28,1.57686E+12,PROCESSED,WORKING,TRUE,UNKNOWN,-31.95796,31.85533,-9.766462,-31.95796,31.85533,-9.766462,,0,100,74.71449,4.977027,-2.576266,74.71449,4.977027,-2.576266,,,,,71.38786,-0.8206913,-2.903684,71.38786,-0.8206913,-2.903684,-36.66906,25.5918,-36.66906,25.5918,-36.66906,25.5918,-36.66906,25.5918,71.38786,-0.8206913,-2.903684,71.38786,-0.8206913,-2.903684,73.05118,2.013206,-2.745126,73.05118,2.013206,-2.745126,,,NO,UNKNOWN,UNKNOWN,NO,NO,ATTENTIVE,INVALID,2,31.8891,28.58761,20.68157,,0,16.74915,0,SACCADE,
29,1.57686E+12,PROCESSED,WORKING,TRUE,UNKNOWN,-32.22393,32.00381,-9.834811,-32.22393,32.00381,-9.834811,,0,100,75.13341,5.038719,-2.600138,75.13341,5.038719,-2.600138,,,,,71.78206,-0.7763726,-2.95113,71.78206,-0.7763726,-2.95113,-36.96575,25.78206,-36.96575,25.78206,-36.96575,25.78206,-36.96575,25.78206,71.78206,-0.7763726,-2.95113,71.78206,-0.7763726,-2.95113,73.45773,2.065922,-2.781083,73.45773,2.065922,-2.781083,,,NO,UNKNOWN,UNKNOWN,NO,NO,ATTENTIVE,INVALID,2,32.0337,29.13893,21.07874,,0,16.34393,0,SACCADE,
30,1.57686E+12,PROCESSED,WORKING,TRUE,UNKNOWN,-32.43961,32.21362,-9.923356,-32.43961,32.21362,-9.923356,,0,100,75.15776,5.003911,-2.564421,75.15776,5.003911,-2.564421,,,,,71.78642,-0.7939866,-2.983834,71.78642,-0.7939866,-2.983834,-36.69905,26.00311,-36.69905,26.00312,-36.69905,26.00311,-36.69905,26.00312,71.78642,-0.7939866,-2.983834,71.78642,-0.7939866,-2.983834,73.47209,2.039525,-2.780402,73.47209,2.039525,-2.780402,,,NO,UNKNOWN,UNKNOWN,NO,NO,ATTENTIVE,INVALID,2,31.97412,28.88017,21.23765,,0,16.86096,0,SACCADE,
31,1.57686E+12,PROCESSED,WORKING,TRUE,UNKNOWN,-32.63516,32.29472,-9.989963,-32.63516,32.29472,-9.989963,,0,100,75.10056,5.03153,-2.515256,75.10056,5.03153,-2.515256,,,,,71.71114,-0.7894352,-2.940864,71.71114,-0.7894352,-2.940864,-36.89818,25.89712,-36.89819,25.89713,-36.89818,25.89712,-36.89819,25.89713,71.71114,-0.7894352,-2.940864,71.71114,-0.7894352,-2.940864,73.40585,2.054949,-2.73443,73.40585,2.054949,-2.73443,,,NO,UNKNOWN,UNKNOWN,NO,NO,ATTENTIVE,INVALID,2,32.00654,29.01966,21.16438,,0,16.66034,0,SACCADE,
32,1.57686E+12,PROCESSED,WORKING,TRUE,UNKNOWN,-32.88572,32.28848,-10.09172,-32.88572,32.28848,-10.09172,,0,100,74.4389,5.119555,-2.470423,74.4389,5.119555,-2.470423,,,,,71.02636,-0.6914753,-2.906974,71.02636,-0.6914753,-2.906974,-36.74919,25.8869,-36.74919,25.8869,-36.74919,25.8869,-36.74919,25.8869,71.02636,-0.6914753,-2.906974,71.02636,-0.6914753,-2.906974,72.73263,2.14706,-2.695303,72.73263,2.14706,-2.695303,,,NO,UNKNOWN,UNKNOWN,NO,NO,ATTENTIVE,INVALID,2,31.88021,28.53948,20.80223,,0,17.02087,0,FIXATION,6
33,1.57686E+12,PROCESSED,DARK_IMAGE,TRUE,UNKNOWN,-33.14184,32.3075,-10.12834,-33.14184,32.3075,-10.12834,,0,100,74.3446,5.06094,-2.47753,74.3446,5.06094,-2.47753,,,,,70.90851,-0.7048308,-2.884154,70.90851,-0.7048308,-2.884154,-36.80499,25.88175,-36.80499,25.88175,-36.80499,25.88175,-36.80499,25.88175,70.90851,-0.7048308,-2.884154,70.90851,-0.7048308,-2.884154,72.62656,2.111039,-2.687154,72.62656,2.111039,-2.687154,,,NO,UNKNOWN,UNKNOWN,NO,NO,ATTENTIVE,INVALID,2,31.87086,28.50436,20.77114,,0,16.93866,0,FIXATION,7
34,1.57686E+12,PROCESSED,DARK_IMAGE,TRUE,UNKNOWN,-33.42289,32.44833,-10.14073,-33.42289,32.44833,-10.14073,,0,100,74.89768,5.051621,-2.51189,74.89768,5.051621,-2.51189,,,,,71.43581,-0.7205384,-2.926429,71.43581,-0.7205384,-2.926429,-37.04687,25.49207,-37.04687,25.49206,-37.04687,25.49207,-37.04687,25.49206,71.43581,-0.7205384,-2.926429,71.43581,-0.7205384,-2.926429,73.16675,2.098437,-2.725587,73.16675,2.098437,-2.725587,,,NO,NO,UNKNOWN,NO,NO,ATTENTIVE,INVALID,2,32.0004,29.04678,20.63203,,0,17.60858,0,FIXATION,8
35,1.57686E+12,PROCESSED,DARK_IMAGE,TRUE,UNKNOWN,-33.55853,32.38058,-10.0483,-33.55853,32.38058,-10.0483,,0,100,74.76122,5.055239,-2.520623,74.76122,5.055239,-2.520623,,,,,71.28694,-0.7051826,-2.861176,71.28694,-0.7051826,-2.861176,-36.97648,25.37401,-36.97648,25.37401,-36.97648,25.37401,-36.97648,25.37401,71.28694,-0.7051826,-2.861176,71.28694,-0.7051826,-2.861176,73.02408,2.107705,-2.696476,73.02408,2.107705,-2.696476,,,NO,NO,UNKNOWN,NO,NO,ATTENTIVE,INVALID,2,31.9617,28.90321,20.48536,,0,17.06653,0,FIXATION,9
36,1.57686E+12,PROCESSED,DARK_IMAGE,TRUE,UNKNOWN,-33.81007,32.41571,-9.974105,-33.81007,32.41571,-9.974105,,0,100,74.9763,5.14956,-2.553312,74.9763,5.14956,-2.553312,,,,,71.47906,-0.6265493,-2.899527,71.47906,-0.6265493,-2.899527,-37.03937,25.1706,-37.03937,25.1706,-37.03937,25.1706,-37.03937,25.1706,71.47906,-0.6265493,-2.899527,71.47906,-0.6265493,-2.899527,73.22768,2.193792,-2.73211,73.22768,2.193792,-2.73211,,,NO,NO,UNKNOWN,NO,NO,ATTENTIVE,INVALID,2,32.01883,29.15141,20.33193,,0,16.73822,0,FIXATION,10
37,1.57686E+12,PROCESSED,DARK_IMAGE,TRUE,UNKNOWN,-34.0461,32.41852,-9.954093,-34.0461,32.41852,-9.954093,,0,100,75.03046,5.100697,-2.486824,75.03046,5.100697,-2.486824,,,,,71.51174,-0.5768994,-2.84656,71.51174,-0.5768994,-2.84656,-37.48634,25.4985,-37.48634,25.4985,-37.48634,25.4985,-37.48634,25.4985,71.51174,-0.5768994,-2.84656,71.51174,-0.5768994,-2.84656,73.2711,2.194999,-2.672552,73.2711,2.194999,-2.672552,,,NO,NO,UNKNOWN,NO,NO,ATTENTIVE,INVALID,2,32.14424,29.61593,20.81583,,0,17.3819,0,FIXATION,11
38,1.57686E+12,PROCESSED,DARK_IMAGE,TRUE,UNKNOWN,-34.36764,32.43462,-9.787426,-34.36764,32.43462,-9.787426,,0,100,74.76686,5.095723,-2.398683,74.76686,5.095723,-2.398683,,,,,71.21898,-0.5341018,-2.775316,71.21898,-0.5341018,-2.775316,-37.31433,25.23295,-37.31433,25.23296,-37.31433,25.23295,-37.31433,25.23296,71.21898,-0.5341018,-2.775316,71.21898,-0.5341018,-2.775316,72.99292,2.213708,-2.593108,72.99292,2.213708,-2.593108,,,NO,NO,UNKNOWN,NO,NO,ATTENTIVE,INVALID,2,32.06051,29.31214,20.42799,,0,16.57037,0,FIXATION,12
39,1.57686E+12,PROCESSED,DARK_IMAGE,TRUE,UNKNOWN,-34.67347,32.30594,-9.748878,-34.67347,32.30594,-9.748878,,0,100,74.85919,5.049181,-2.417217,74.85919,5.049181,-2.417217,,,,,71.28366,-0.5793902,-2.798733,71.28366,-0.5793902,-2.798733,-36.75385,25.0563,-36.75384,25.0563,-36.75385,25.0563,-36.75384,25.0563,71.28366,-0.5793902,-2.798733,71.28366,-0.5793902,-2.798733,73.07143,2.16734,-2.614207,73.07143,2.16734,-2.614207,,,NO,NO,UNKNOWN,NO,NO,ATTENTIVE,INVALID,2,31.93127,28.81054,20.16321,,0,16.41711,0,FIXATION,13
40,1.57686E+12,PROCESSED,DARK_IMAGE,TRUE,UNKNOWN,-35.13749,32.14874,-9.762779,-35.13749,32.14874,-9.762779,,0,100,74.94874,5.088819,-2.477568,74.94874,5.088819,-2.477568,,,,,71.33146,-0.5410079,-2.847122,71.33146,-0.5410079,-2.847122,-36.49468,24.96198,-36.49467,24.96198,-36.49468,24.96198,-36.49467,24.96198,71.33146,-0.5410079,-2.847122,71.33146,-0.5410079,-2.847122,73.1401,2.205644,-2.668546,73.1401,2.205644,-2.668546,,,NO,NO,UNKNOWN,NO,NO,ATTENTIVE,INVALID,2,31.8858,28.64157,19.99362,,0,16.63202,0,SACCADE,
41,1.57686E+12,PROCESSED,DARK_IMAGE,TRUE,UNKNOWN,-35.72099,31.99462,-9.773741,-35.72099,31.99462,-9.773741,,0,100,74.60138,5.117622,-2.472695,74.60138,5.117622,-2.472695,,,,,70.93196,-0.4813098,-2.822876,70.93196,-0.4813098,-2.822876,-35.78986,24.65959,-35.78986,24.65958,-35.78986,24.65959,-35.78986,24.65958,70.93196,-0.4813098,-2.822876,70.93196,-0.4813098,-2.822876,72.76667,2.249002,-2.653889,72.76667,2.249002,-2.653889,,,NO,NO,UNKNOWN,NO,NO,ATTENTIVE,INVALID,2,31.67118,27.82389,19.39744,,0,16.37683,0,SACCADE,
