frame_number,timestamp,frame_status,camera_status,is_face_valid,is_face_human,head_pose_yaw,head_pose_pitch,head_pose_roll,head_pose_yaw_cal,head_pose_pitch_cal,head_pose_roll_cal,pupil_dilation_ratio,right_eye_open_perc,left_eye_open_perc,R_eye_x,R_eye_y,R_eye_z,R_eye_x_cal,R_eye_y_cal,R_eye_z_cal,R_eye_gaze_yaw,R_eye_gaze_pitch,R_eye_gaze_yaw_cal,R_eye_gaze_pitch_cal,L_eye_x,L_eye_y,L_eye_z,L_eye_x_cal,L_eye_y_cal,L_eye_z_cal,L_eye_gaze_yaw,L_eye_gaze_pitch,L_eye_gaze_yaw_cal,L_eye_gaze_pitch_cal,gaze_yaw,gaze_pitch,gaze_yaw_cal,gaze_pitch_cal,gaze_x,gaze_y,gaze_z,gaze_x_cal,gaze_y_cal,gaze_z_cal,head_coord_x,head_coord_y,head_coord_z,head_coord_x_cal,head_coord_y_cal,head_coord_z_cal,id,user_name,is_smoking,is_using_phone,is_wearing_seatbelt,has_glasses,eyes_on_road,attentiveness,drowsiness,aoi,aoi_x,aoi_y,aoi_z,Perclos,mouth_openness,left_eye_openness_in_pixels,right_eye_openness_in_pixels,eye_mode,fixation_length
11,1.57678E+12,PROCESSED,WORKING,TRUE,UNKNOWN,-43.33334,17.24957,-15.03715,-43.33334,17.24957,-15.03715,,100,100,85.61248,-0.3829492,-9.900927,85.61248,-0.3829492,-9.900927,,,,,81.29945,-5.424574,-9.059652,81.29945,-5.424574,-9.059652,-28.79104,15.05217,-28.79104,15.05217,-28.79104,15.05217,-28.79104,15.05217,81.29945,-5.424574,-9.059652,81.29945,-5.424574,-9.059652,83.45596,-2.970884,-9.475746,83.45596,-2.970884,-9.475746,,,UNKNOWN,UNKNOWN,UNKNOWN,NO,NO,ATTENTIVE,INVALID,5,11.15303,33.12446,12.46537,,0,15.83197,13.88354,SACCADE,
12,1.57678E+12,PROCESSED,WORKING,TRUE,UNKNOWN,-42.60463,18.31351,-14.55309,-42.60463,18.31351,-14.55309,,,0,,,,,,,,,,,81.96217,-5.446815,-9.130363,81.96217,-5.446815,-9.130363,,,,,,,,,,,,,,,84.08944,-2.983335,-9.600367,84.08944,-2.983335,-9.600367,,,UNKNOWN,UNKNOWN,UNKNOWN,NO,NO,ATTENTIVE,AWAKE,,,,,,0,0,,SACCADE,
13,1.57678E+12,PROCESSED,WORKING,TRUE,UNKNOWN,-43.18217,17.6982,-14.69994,-43.18217,17.6982,-14.69994,,88,0,86.53255,-0.3125783,-10.27123,86.53255,-0.3125783,-10.27123,,,,,82.2316,-5.498225,-9.212076,82.2316,-5.498225,-9.212076,,,,,,,,,,,,,,,84.38207,-2.973411,-9.734481,84.38207,-2.973411,-9.734481,,,UNKNOWN,UNKNOWN,UNKNOWN,NO,NO,ATTENTIVE,AWAKE,,,,,,0,7.788696,4.015747,INVALID,
14,1.57678E+12,PROCESSED,WORKING,TRUE,UNKNOWN,-42.35893,18.16155,-14.83123,-42.35893,18.16155,-14.83123,,,0,,,,,,,,,,,82.32175,-5.605721,-9.289708,82.32175,-5.605721,-9.289708,,,,,,,,,,,,,,,84.43909,-3.056101,-9.771924,84.43909,-3.056101,-9.771924,,,UNKNOWN,UNKNOWN,UNKNOWN,NO,NO,ATTENTIVE,AWAKE,,,,,,0,9.131104,,INVALID,
15,1.57678E+12,PROCESSED,WORKING,TRUE,UNKNOWN,-43.29074,17.65733,-14.66315,-43.29074,17.65733,-14.66315,,84,31,87.28934,-0.3765469,-10.34191,87.28934,-0.3765469,-10.34191,,,,,82.97971,-5.610641,-9.369165,82.97971,-5.610641,-9.369165,-27.49829,14.44099,-27.49829,14.44099,-27.49829,14.44099,-27.49829,14.44099,82.97971,-5.610641,-9.369165,82.97971,-5.610641,-9.369165,85.13452,-3.061795,-9.849536,85.13452,-3.061795,-9.849536,,,UNKNOWN,UNKNOWN,UNKNOWN,NO,NO,ATTENTIVE,AWAKE,5,9.971039,32.39249,11.82656,,0,13.60889,11.81665,INVALID,
16,1.57678E+12,PROCESSED,WORKING,TRUE,UNKNOWN,-43.1141,17.63954,-14.63479,-43.1141,17.63954,-14.63479,,84,45,86.67063,-0.4122344,-10.13526,86.67063,-0.4122344,-10.13526,,,,,82.37513,-5.599093,-9.274682,82.37513,-5.599093,-9.274682,-27.91343,14.65418,-27.91343,14.65418,-27.91343,14.65418,-27.91343,14.65418,82.37513,-5.599093,-9.274682,82.37513,-5.599093,-9.274682,84.52288,-3.073549,-9.7003,84.52288,-3.073549,-9.7003,,,UNKNOWN,UNKNOWN,UNKNOWN,NO,NO,ATTENTIVE,AWAKE,5,10.35896,32.55311,12.03627,,0,14.6004,13.04529,INVALID,
17,1.57678E+12,PROCESSED,WORKING,TRUE,UNKNOWN,-43.03312,17.55269,-14.59218,-43.03312,17.55269,-14.59218,,84,59,86.71112,-0.3734486,-10.16601,86.71112,-0.3734486,-10.16601,,,,,82.4221,-5.566852,-9.273215,82.4221,-5.566852,-9.273215,-28.05895,15.26297,-28.05895,15.26298,-28.05895,15.26297,-28.05895,15.26298,82.4221,-5.566852,-9.273215,82.4221,-5.566852,-9.273215,84.56661,-3.037955,-9.714539,84.56661,-3.037955,-9.714539,,,UNKNOWN,UNKNOWN,UNKNOWN,NO,NO,ATTENTIVE,AWAKE,5,11.50429,32.23446,12.65592,,0,15.70923,13.04486,INVALID,
18,1.57678E+12,PROCESSED,WORKING,TRUE,UNKNOWN,-42.87041,17.46523,-14.54939,-42.87041,17.46523,-14.54939,,84,73,87.18454,-0.4329071,-10.19701,87.18454,-0.4329071,-10.19701,,,,,82.90858,-5.635627,-9.346935,82.90858,-5.635627,-9.346935,-28.3509,15.61724,-28.3509,15.61724,-28.3509,15.61724,-28.3509,15.61724,82.90858,-5.635627,-9.346935,82.90858,-5.635627,-9.346935,85.04656,-3.101621,-9.767459,85.04656,-3.101621,-9.767459,,,UNKNOWN,UNKNOWN,UNKNOWN,NO,NO,ATTENTIVE,AWAKE,5,12.29314,32.46783,13.08242,,0,16.20026,13.1308,INVALID,
19,1.57678E+12,PROCESSED,WORKING,TRUE,YES,-42.84073,17.31977,-14.48871,-42.84073,17.31977,-14.48871,,87,88,86.95737,-0.4043765,-10.04393,86.95737,-0.4043765,-10.04393,,,,,82.68382,-5.512889,-9.260624,82.68382,-5.512889,-9.260624,-28.78765,15.57415,-28.78765,15.57416,-28.78765,15.57415,-28.78765,15.57416,82.68382,-5.512889,-9.260624,82.68382,-5.512889,-9.260624,84.82059,-3.024899,-9.648532,84.82059,-3.024899,-9.648532,,,UNKNOWN,UNKNOWN,UNKNOWN,NO,NO,ATTENTIVE,AWAKE,5,12.34348,33.13728,13.10923,,0,16.25598,13.98792,SACCADE,
20,1.57678E+12,PROCESSED,WORKING,TRUE,YES,-42.69789,17.22394,-14.48222,-42.69789,17.22394,-14.48222,,98,95,87.41647,-0.4431004,-10.17505,87.41647,-0.4431004,-10.17505,,,,,83.1544,-5.593258,-9.322046,83.1544,-5.593258,-9.322046,-29.1847,14.55869,-29.1847,14.55869,-29.1847,14.55869,-29.1847,14.55869,83.1544,-5.593258,-9.322046,83.1544,-5.593258,-9.322046,85.28544,-3.084449,-9.743976,85.28544,-3.084449,-9.743976,,,UNKNOWN,UNKNOWN,UNKNOWN,NO,NO,ATTENTIVE,AWAKE,5,10.71436,34.86673,12.22701,,0,16.03192,12.66986,SACCADE,
21,1.57678E+12,PROCESSED,WORKING,TRUE,YES,-42.62241,17.18509,-14.40293,-42.62241,17.18509,-14.40293,,98,100,87.04411,-0.4403368,-10.11292,87.04411,-0.4403368,-10.11292,,,,,82.78812,-5.553399,-9.25346,82.78812,-5.553399,-9.25346,-29.33866,13.47264,-29.33866,13.47264,-29.33866,13.47264,-29.33866,13.47264,82.78812,-5.553399,-9.25346,82.78812,-5.553399,-9.25346,84.91611,-3.062859,-9.678497,84.91611,-3.062859,-9.678497,,,NO,UNKNOWN,UNKNOWN,NO,NO,ATTENTIVE,AWAKE,5,8.664307,36.10874,11.11746,,0,16.13751,14.49414,SACCADE,
22,1.57678E+12,PROCESSED,WORKING,TRUE,YES,-42.63331,17.05072,-14.38571,-42.63331,17.05072,-14.38571,,99,100,86.67289,-0.3332027,-10.15979,86.67289,-0.3332027,-10.15979,,,,,82.41604,-5.476851,-9.220486,82.41604,-5.476851,-9.220486,-29.41177,12.92868,-29.41177,12.92868,-29.41177,12.92868,-29.41177,12.92868,82.41604,-5.476851,-9.220486,82.41604,-5.476851,-9.220486,84.54446,-2.971655,-9.684451,84.54446,-2.971655,-9.684451,,,NO,UNKNOWN,UNKNOWN,NO,NO,ATTENTIVE,AWAKE,5,7.542519,36.73249,10.51034,,0,16.11694,13.22931,SACCADE,
23,1.57678E+12,PROCESSED,WORKING,TRUE,YES,-42.59775,16.9825,-14.37799,-42.59775,16.9825,-14.37799,,99,100,86.68307,-0.3807022,-10.12173,86.68307,-0.3807022,-10.12173,,,,,82.42909,-5.520813,-9.202508,82.42909,-5.520813,-9.202508,-29.05479,12.30348,-29.05479,12.30348,-29.05479,12.30348,-29.05479,12.30348,82.42909,-5.520813,-9.202508,82.42909,-5.520813,-9.202508,84.55608,-3.017314,-9.65667,84.55608,-3.017314,-9.65667,,,NO,UNKNOWN,UNKNOWN,NO,NO,ATTENTIVE,AWAKE,5,6.269905,36.79017,9.798951,,0,15.73126,14.39374,SACCADE,
24,1.57678E+12,PROCESSED,WORKING,TRUE,YES,-42.5965,16.82565,-14.30653,-42.5965,16.82565,-14.30653,,99,100,86.93594,-0.3898492,-10.16015,86.93594,-0.3898492,-10.16015,,,,,82.68207,-5.531009,-9.25252,82.68207,-5.531009,-9.25252,-28.6565,11.74841,-28.6565,11.74841,-28.6565,11.74841,-28.6565,11.74841,82.68207,-5.531009,-9.25252,82.68207,-5.531009,-9.25252,84.80901,-3.0268,-9.701058,84.80901,-3.0268,-9.701058,,,NO,UNKNOWN,UNKNOWN,NO,NO,ATTENTIVE,AWAKE,5,5.041054,36.89962,9.148521,,0,15.86359,15.1778,SACCADE,
25,1.57678E+12,PROCESSED,WORKING,TRUE,YES,-42.53973,16.7623,-14.27432,-42.53973,16.7623,-14.27432,,99,100,86.90154,-0.4324326,-10.16723,86.90154,-0.4324326,-10.16723,,,,,82.65224,-5.54452,-9.237788,82.65224,-5.54452,-9.237788,-28.73126,10.72767,-28.73126,10.72768,-28.73126,10.72767,-28.73126,10.72768,82.65224,-5.54452,-9.237788,82.65224,-5.54452,-9.237788,84.77689,-3.054452,-9.696955,84.77689,-3.054452,-9.696955,,,NO,UNKNOWN,UNKNOWN,NO,NO,ATTENTIVE,AWAKE,5,2.892487,38.17925,7.994443,,0,14.78583,14.1087,SACCADE,
26,1.57678E+12,PROCESSED,WORKING,TRUE,YES,-42.65814,16.7771,-14.28607,-42.65814,16.7771,-14.28607,,98,99,87.23302,-0.4183371,-10.21379,87.23302,-0.4183371,-10.21379,,,,,82.97415,-5.546913,-9.315495,82.97415,-5.546913,-9.315495,-28.71445,9.760099,-28.71445,9.760101,-28.71445,9.760099,-28.71445,9.760101,82.97415,-5.546913,-9.315495,82.97415,-5.546913,-9.315495,85.10358,-3.048696,-9.759513,85.10358,-3.048696,-9.759513,,,NO,UNKNOWN,UNKNOWN,NO,NO,ATTENTIVE,AWAKE,5,0.7180939,39.51393,6.817571,,0,14.98572,14.0451,SACCADE,
27,1.57678E+12,PROCESSED,WORKING,TRUE,YES,-42.63479,16.85246,-14.24933,-42.63479,16.85246,-14.24933,,98,99,87.42731,-0.3913908,-10.19684,87.42731,-0.3913908,-10.19684,,,,,83.17033,-5.510991,-9.317767,83.17033,-5.510991,-9.317767,-28.71456,9.303034,-28.71456,9.303032,-28.71456,9.303034,-28.71456,9.303032,83.17033,-5.510991,-9.317767,83.17033,-5.510991,-9.317767,85.29882,-3.016945,-9.752407,85.29882,-3.016945,-9.752407,,,NO,UNKNOWN,UNKNOWN,NO,NO,ATTENTIVE,AWAKE,5,-0.2912979,40.21048,6.271197,,0,14.75989,13.54828,SACCADE,
28,1.57678E+12,PROCESSED,WORKING,TRUE,YES,-42.67332,16.87785,-14.28835,-42.67332,16.87785,-14.28835,,97,98,87.48234,-0.3947226,-10.20665,87.48234,-0.3947226,-10.20665,,,,,83.22225,-5.529134,-9.326299,83.22225,-5.529134,-9.326299,-28.66765,8.896876,-28.66765,8.896873,-28.66765,8.896876,-28.66765,8.896873,83.22225,-5.529134,-9.326299,83.22225,-5.529134,-9.326299,85.35229,-3.027881,-9.761571,85.35229,-3.027881,-9.761571,,,NO,UNKNOWN,UNKNOWN,NO,NO,ATTENTIVE,AWAKE,5,-1.320808,40.69482,5.757018,,0,14.67029,13.9939,SACCADE,
29,1.57678E+12,PROCESSED,WORKING,TRUE,YES,-42.61877,16.92869,-14.32904,-42.61877,16.92869,-14.32904,,96,98,87.63239,-0.4205628,-10.23534,87.63239,-0.4205628,-10.23534,,,,,83.37671,-5.579168,-9.350892,83.37671,-5.579168,-9.350892,-28.94703,8.746498,-28.94703,8.746498,-28.94703,8.746498,-28.94703,8.746498,83.37671,-5.579168,-9.350892,83.37671,-5.579168,-9.350892,85.50455,-3.065952,-9.788174,85.50455,-3.065952,-9.788174,,,NO,UNKNOWN,UNKNOWN,NO,NO,ATTENTIVE,AWAKE,5,-1.620461,41.43287,5.593091,,0,14.87201,13.63318,SACCADE,
30,1.57678E+12,PROCESSED,WORKING,TRUE,YES,-42.6479,16.88859,-14.33797,-42.6479,16.88859,-14.33797,,95,98,87.36257,-0.4351101,-10.17254,87.36257,-0.4351101,-10.17254,,,,,83.10455,-5.556767,-9.32804,83.10455,-5.556767,-9.32804,-29.09073,8.49231,-29.09073,8.49231,-29.09073,8.49231,-29.09073,8.49231,83.10455,-5.556767,-9.32804,83.10455,-5.556767,-9.32804,85.23356,-3.061815,-9.745825,85.23356,-3.061815,-9.745825,,,NO,UNKNOWN,UNKNOWN,NO,NO,ATTENTIVE,AWAKE,5,-2.250259,41.93303,5.256422,,0,15.45282,14.00232,SACCADE,
31,1.57678E+12,PROCESSED,WORKING,TRUE,YES,-42.62193,16.91739,-14.34087,-42.62193,16.91739,-14.34087,,94,98,87.42866,-0.4143333,-10.17449,87.42866,-0.4143333,-10.17449,,,,,83.17272,-5.549251,-9.340362,83.17272,-5.549251,-9.340362,-29.0813,8.107565,-29.0813,8.107567,-29.0813,8.107565,-29.0813,8.107567,83.17272,-5.549251,-9.340362,83.17272,-5.549251,-9.340362,85.30069,-3.047738,-9.753089,85.30069,-3.047738,-9.753089,,,NO,UNKNOWN,UNKNOWN,NO,NO,ATTENTIVE,AWAKE,5,-3.216248,42.49731,4.741538,,0,15.03479,14.49121,SACCADE,
32,1.57678E+12,PROCESSED,WORKING,TRUE,YES,-42.71798,16.91127,-14.35756,-42.71798,16.91127,-14.35756,,95,98,87.18919,-0.3646009,-10.10715,87.18919,-0.3646009,-10.10715,,,,,82.92551,-5.467398,-9.286877,82.92551,-5.467398,-9.286877,-29.01079,7.911991,-29.01079,7.911987,-29.01079,7.911991,-29.01079,7.911987,82.92551,-5.467398,-9.286877,82.92551,-5.467398,-9.286877,85.05735,-2.98182,-9.692823,85.05735,-2.98182,-9.692823,,,NO,UNKNOWN,UNKNOWN,NO,NO,ATTENTIVE,AWAKE,5,-3.708885,42.57616,4.480529,,0,15.52301,15.25,SACCADE,
33,1.57678E+12,PROCESSED,WORKING,TRUE,YES,-42.80341,16.88879,-14.34334,-42.80341,16.88879,-14.34334,,95,98,87.50568,-0.3678938,-10.16142,87.50568,-0.3678938,-10.16142,,,,,83.23511,-5.474594,-9.297482,83.23511,-5.474594,-9.297482,-28.73643,7.627387,-28.73643,7.627388,-28.73643,7.627387,-28.73643,7.627388,83.23511,-5.474594,-9.297482,83.23511,-5.474594,-9.297482,85.37039,-2.986978,-9.724732,85.37039,-2.986978,-9.724732,,,NO,UNKNOWN,UNKNOWN,NO,NO,ATTENTIVE,AWAKE,5,-4.44178,42.59959,4.092921,,0,15.51489,14.5943,SACCADE,
34,1.57678E+12,PROCESSED,WORKING,TRUE,YES,-42.7971,16.94,-14.32892,-42.7971,16.94,-14.32892,,95,99,87.27598,-0.3666786,-10.09981,87.27598,-0.3666786,-10.09981,,,,,83.00593,-5.4918,-9.266427,83.00593,-5.4918,-9.266427,-28.96278,7.254593,-28.96278,7.254593,-28.96278,7.254593,-28.96278,7.254593,83.00593,-5.4918,-9.266427,83.00593,-5.4918,-9.266427,85.14095,-2.995384,-9.678758,85.14095,-2.995384,-9.678758,,,NO,UNKNOWN,UNKNOWN,NO,NO,ATTENTIVE,AWAKE,5,-5.376457,43.42433,3.592655,,0,15.67499,14.56897,SACCADE,
35,1.57678E+12,PROCESSED,WORKING,TRUE,YES,-42.87705,16.94774,-14.34133,-42.87705,16.94774,-14.34133,,95,99,87.36414,-0.3744602,-10.10026,87.36414,-0.3744602,-10.10026,,,,,83.08765,-5.468226,-9.310512,83.08765,-5.468226,-9.310512,-29.57043,7.297172,-29.57043,7.297173,-29.57043,7.297172,-29.57043,7.297173,83.08765,-5.468226,-9.310512,83.08765,-5.468226,-9.310512,85.22589,-2.987124,-9.701586,85.22589,-2.987124,-9.701586,,,NO,NO,UNKNOWN,NO,NO,ATTENTIVE,AWAKE,5,-5.183701,44.61664,3.685628,,0,15.33417,13.79437,SACCADE,
36,1.57678E+12,PROCESSED,WORKING,TRUE,YES,-42.86929,16.91655,-14.31314,-42.86929,16.91655,-14.31314,,95,99,87.21381,-0.3104884,-10.10289,87.21381,-0.3104884,-10.10289,,,,,82.93794,-5.438212,-9.296233,82.93794,-5.438212,-9.296233,-29.13332,7.649919,-29.13332,7.649918,-29.13332,7.649919,-29.13332,7.649918,82.93794,-5.438212,-9.296233,82.93794,-5.438212,-9.296233,85.07587,-2.940636,-9.695549,85.07587,-2.940636,-9.695549,,,NO,NO,UNKNOWN,NO,NO,ATTENTIVE,AWAKE,5,-4.365936,43.22102,4.128367,,0,15.99615,14.13068,SACCADE,
37,1.57678E+12,PROCESSED,WORKING,TRUE,YES,-43.01848,16.99819,-14.33558,-43.01848,16.99819,-14.33558,,96,100,86.7656,-0.3357319,-10.01347,86.7656,-0.3357319,-10.01347,,,,,82.47776,-5.402174,-9.202257,82.47776,-5.402174,-9.202257,-28.80651,8.63612,-28.80651,8.636124,-28.80651,8.63612,-28.80651,8.636124,82.47776,-5.402174,-9.202257,82.47776,-5.402174,-9.202257,84.62168,-2.935018,-9.603754,84.62168,-2.935018,-9.603754,,,NO,NO,UNKNOWN,NO,NO,ATTENTIVE,AWAKE,5,-1.936325,41.01736,5.429232,,0,15.41846,15.07605,SACCADE,
38,1.57678E+12,PROCESSED,WORKING,TRUE,YES,-43.17728,16.97348,-14.30847,-43.17728,16.97348,-14.30847,,96,100,86.62429,-0.3185875,-9.996799,86.62429,-0.3185875,-9.996799,,,,,82.32372,-5.358764,-9.176214,82.32372,-5.358764,-9.176214,-28.88065,9.479604,-28.88065,9.479607,-28.88065,9.479604,-28.88065,9.479607,82.32372,-5.358764,-9.176214,82.32372,-5.358764,-9.176214,84.47401,-2.904708,-9.58227,84.47401,-2.904708,-9.58227,,,NO,NO,UNKNOWN,NO,NO,ATTENTIVE,AWAKE,5,0.1278229,39.9796,6.498027,,0,16.2403,14.46204,SACCADE,
39,1.57678E+12,PROCESSED,WORKING,TRUE,YES,-43.28041,16.96206,-14.25964,-43.28041,16.96206,-14.25964,,95,100,86.58804,-0.2441222,-9.979403,86.58804,-0.2441222,-9.979403,,,,,82.27923,-5.322443,-9.171064,82.27923,-5.322443,-9.171064,-28.99559,10.05923,-28.99559,10.05923,-28.99559,10.05923,-28.99559,10.05923,82.27923,-5.322443,-9.171064,82.27923,-5.322443,-9.171064,84.43363,-2.849928,-9.571153,84.43363,-2.849928,-9.571153,,,NO,NO,UNKNOWN,NO,NO,ATTENTIVE,AWAKE,5,1.461838,39.46724,7.21986,,0,16.60675,13.44922,SACCADE,
40,1.57678E+12,PROCESSED,WORKING,TRUE,YES,-43.38905,16.96318,-14.22746,-43.38905,16.96318,-14.22746,,95,100,86.89091,-0.249356,-9.995035,86.89091,-0.249356,-9.995035,,,,,82.57344,-5.30792,-9.192779,82.57344,-5.30792,-9.192779,-28.82027,10.76488,-28.82027,10.76488,-28.82027,10.76488,-28.82027,10.76488,82.57344,-5.30792,-9.192779,82.57344,-5.30792,-9.192779,84.73218,-2.844923,-9.589913,84.73218,-2.844923,-9.589913,,,NO,NO,UNKNOWN,NO,NO,ATTENTIVE,AWAKE,5,3.029762,38.45823,8.068505,,0,16.63318,14.09332,SACCADE,
41,1.57678E+12,PROCESSED,WORKING,TRUE,YES,-43.5994,16.98321,-14.2251,-43.5994,16.98321,-14.2251,,,100,,,,,,,,,,,82.18548,-5.261076,-9.119409,82.18548,-5.261076,-9.119409,-28.92875,11.38073,-28.92875,11.38074,-28.92875,11.38073,-28.92875,11.38074,82.18548,-5.261076,-9.119409,82.18548,-5.261076,-9.119409,84.35258,-2.815079,-9.501124,84.35258,-2.815079,-9.501124,,,NO,NO,UNKNOWN,NO,NO,ATTENTIVE,AWAKE,5,4.355995,37.75407,8.77999,,0,16.25177,,SACCADE,
42,1.57678E+12,PROCESSED,WORKING,TRUE,YES,-43.65602,17.08155,-14.22596,-43.65602,17.08155,-14.22596,,93,100,86.82649,-0.2511288,-9.936328,86.82649,-0.2511288,-9.936328,,,,,82.48778,-5.293523,-9.159975,82.48778,-5.293523,-9.159975,-29.33861,11.99844,-29.33861,11.99844,-29.33861,11.99844,-29.33861,11.99844,82.48778,-5.293523,-9.159975,82.48778,-5.293523,-9.159975,84.65714,-2.838794,-9.544472,84.65714,-2.838794,-9.544472,,,NO,NO,UNKNOWN,NO,NO,ATTENTIVE,AWAKE,5,5.791504,37.81441,9.538397,,0,16.37891,8.501526,SACCADE,
