frame_number,timestamp,frame_status,camera_status,is_face_valid,is_face_human,head_pose_yaw,head_pose_pitch,head_pose_roll,head_pose_yaw_cal,head_pose_pitch_cal,head_pose_roll_cal,pupil_dilation_ratio,right_eye_open_perc,left_eye_open_perc,R_eye_x,R_eye_y,R_eye_z,R_eye_x_cal,R_eye_y_cal,R_eye_z_cal,R_eye_gaze_yaw,R_eye_gaze_pitch,R_eye_gaze_yaw_cal,R_eye_gaze_pitch_cal,L_eye_x,L_eye_y,L_eye_z,L_eye_x_cal,L_eye_y_cal,L_eye_z_cal,L_eye_gaze_yaw,L_eye_gaze_pitch,L_eye_gaze_yaw_cal,L_eye_gaze_pitch_cal,gaze_yaw,gaze_pitch,gaze_yaw_cal,gaze_pitch_cal,gaze_x,gaze_y,gaze_z,gaze_x_cal,gaze_y_cal,gaze_z_cal,head_coord_x,head_coord_y,head_coord_z,head_coord_x_cal,head_coord_y_cal,head_coord_z_cal,id,user_name,is_smoking,is_using_phone,is_wearing_seatbelt,has_glasses,eyes_on_road,attentiveness,drowsiness,aoi,aoi_x,aoi_y,aoi_z,Perclos,mouth_openness,left_eye_openness_in_pixels,right_eye_openness_in_pixels,eye_mode,fixation_length
347,1.57678E+12,PROCESSED,WORKING,TRUE,YES,-42.50833,18.58616,-14.22273,-42.50833,18.58616,-14.22273,,99,98,87.82133,-0.2644439,-9.543404,87.82133,-0.2644439,-9.543404,,,,,83.57456,-5.412584,-8.793239,83.57456,-5.412584,-8.793239,-30.70005,21.5263,-30.70005,21.5263,-30.70005,21.5263,-30.70005,21.5263,83.57456,-5.412584,-8.793239,83.57456,-5.412584,-8.793239,85.69794,-2.904076,-9.164656,85.69794,-2.904076,-9.164656,,,NO,NO,NO,NO,NO,DISTRACTED,AWAKE,2,31.06791,25.76365,15.29319,,0,14.98389,13.53082,SACCADE,
348,1.57678E+12,PROCESSED,WORKING,TRUE,YES,-42.7716,18.4284,-14.15051,-42.7716,18.4284,-14.15051,,99,99,87.35429,-0.1975929,-9.520954,87.35429,-0.1975929,-9.520954,,,,,83.08628,-5.34851,-8.741717,83.08628,-5.34851,-8.741717,-31.52854,21.7418,-31.52854,21.74181,-31.52854,21.7418,-31.52854,21.74181,83.08628,-5.34851,-8.741717,83.08628,-5.34851,-8.741717,85.22028,-2.839322,-9.127304,85.22028,-2.839322,-9.127304,,,NO,NO,NO,NO,NO,DISTRACTED,AWAKE,2,31.29457,26.42499,15.48951,,0,15.46997,13.68048,SACCADE,
349,1.57678E+12,PROCESSED,WORKING,TRUE,YES,-43.0622,18.24159,-14.17817,-43.0622,18.24159,-14.17817,,100,99,87.45178,-0.3331232,-9.507242,87.45178,-0.3331232,-9.507242,,,,,83.16043,-5.382452,-8.742709,83.16043,-5.382452,-8.742709,-31.126,20.97605,-31.126,20.97605,-31.126,20.97605,-31.126,20.97605,83.16043,-5.382452,-8.742709,83.16043,-5.382452,-8.742709,85.30611,-2.923141,-9.121133,85.30611,-2.923141,-9.121133,,,NO,NO,NO,NO,NO,DISTRACTED,AWAKE,2,31.11889,26.04323,14.56472,,0,15.04102,13.07867,SACCADE,
350,1.57678E+12,PROCESSED,WORKING,TRUE,YES,-43.18074,18.04682,-14.03374,-43.18074,18.04682,-14.03374,,100,100,87.82173,-0.3431952,-9.522031,87.82173,-0.3431952,-9.522031,,,,,83.52089,-5.419482,-8.759015,83.52089,-5.419482,-8.759015,-31.64888,20.72068,-31.64888,20.72067,-31.64888,20.72068,-31.64888,20.72067,83.52089,-5.419482,-8.759015,83.52089,-5.419482,-8.759015,85.67131,-2.946907,-9.136703,85.67131,-2.946907,-9.136703,,,NO,NO,NO,NO,NO,DISTRACTED,AWAKE,2,31.29459,26.7718,14.44865,,0,16.08704,12.99097,SACCADE,
351,1.57678E+12,PROCESSED,WORKING,TRUE,YES,-43.29622,17.97874,-13.99403,-43.29622,17.97874,-13.99403,,100,100,88.6046,-0.3310648,-9.724521,88.6046,-0.3310648,-9.724521,,,,,84.29454,-5.450469,-8.958642,84.29454,-5.450469,-8.958642,-31.8795,19.45551,-31.8795,19.45551,-31.8795,19.45551,-31.8795,19.45551,84.29454,-5.450469,-8.958642,84.29454,-5.450469,-8.958642,86.44957,-2.956413,-9.337838,86.44957,-2.956413,-9.337838,,,NO,NO,NO,NO,NO,DISTRACTED,AWAKE,2,31.42266,27.43314,13.0357,,0,15.22363,12.66901,SACCADE,
352,1.57678E+12,PROCESSED,WORKING,TRUE,YES,-43.2961,18.09986,-14.08858,-43.2961,18.09986,-14.08858,,100,100,88.4706,-0.2435704,-9.849526,88.4706,-0.2435704,-9.849526,,,,,84.16054,-5.462627,-9.079799,84.16054,-5.462627,-9.079799,-31.98316,18.12158,-31.98316,18.12158,-31.98316,18.12158,-31.98316,18.12158,84.16054,-5.462627,-9.079799,84.16054,-5.462627,-9.079799,86.31557,-2.920071,-9.460951,86.31557,-2.920071,-9.460951,,,NO,NO,NO,NO,NO,DISTRACTED,AWAKE,2,31.39392,27.48805,11.27945,,0,14.65564,11.38342,SACCADE,
353,1.57678E+12,PROCESSED,WORKING,TRUE,YES,-43.14779,18.29531,-14.17217,-43.14779,18.29531,-14.17217,,99,100,88.4606,-0.33089,-9.778805,88.4606,-0.33089,-9.778805,,,,,84.1624,-5.520213,-9.054269,84.1624,-5.520213,-9.054269,-32.4222,16.75031,-32.4222,16.75031,-32.4222,16.75031,-32.4222,16.75031,84.1624,-5.520213,-9.054269,84.1624,-5.520213,-9.054269,86.3115,-2.992012,-9.41335,86.3115,-2.992012,-9.41335,,,NO,NO,NO,NO,NO,DISTRACTED,AWAKE,5,16.18396,37.65717,15.18348,,0,14.68451,11.38477,SACCADE,
354,1.57678E+12,PROCESSED,WORKING,TRUE,YES,-43.06565,18.43411,-14.15456,-43.06565,18.43411,-14.15456,,99,100,88.02518,-0.3960237,-9.686403,88.02518,-0.3960237,-9.686403,,,,,83.73356,-5.559349,-8.931226,83.73356,-5.559349,-8.931226,-32.59463,15.64165,-32.59463,15.64165,-32.59463,15.64165,-32.59463,15.64165,83.73356,-5.559349,-8.931226,83.73356,-5.559349,-8.931226,85.87937,-3.044093,-9.30519,85.87937,-3.044093,-9.30519,,,NO,NO,NO,NO,NO,DISTRACTED,AWAKE,5,14.27691,38.85086,14.15129,,0,14.875,12.6413,SACCADE,
355,1.57678E+12,PROCESSED,WORKING,TRUE,YES,-42.91904,18.69649,-14.22571,-42.91904,18.69649,-14.22571,,98,100,88.53466,-0.3996169,-9.790337,88.53466,-0.3996169,-9.790337,,,,,84.2548,-5.63855,-9.055663,84.2548,-5.63855,-9.055663,-32.08669,15.03388,-32.08669,15.03388,-32.08669,15.03388,-32.08669,15.03388,84.2548,-5.63855,-9.055663,84.2548,-5.63855,-9.055663,86.39473,-3.08586,-9.419681,86.39473,-3.08586,-9.419681,,,NO,NO,NO,NO,NO,DISTRACTED,AWAKE,5,13.08398,38.9838,13.50602,,0,14.78125,12.35437,SACCADE,
356,1.57678E+12,PROCESSED,WORKING,TRUE,YES,-42.67966,18.86746,-14.23903,-42.67966,18.86746,-14.23903,,97,100,88.4666,-0.4985663,-9.72785,88.4666,-0.4985663,-9.72785,,,,,84.20601,-5.692417,-9.014154,84.20601,-5.692417,-9.014154,-32.19733,14.48877,-32.19733,14.48877,-32.19733,14.48877,-32.19733,14.48877,84.20601,-5.692417,-9.014154,84.20601,-5.692417,-9.014154,86.3363,-3.161494,-9.367901,86.3363,-3.161494,-9.367901,,,NO,NO,NO,NO,NO,DISTRACTED,AWAKE,5,12.13708,39.68711,12.99343,,0,14.47021,12.07813,SACCADE,
357,1.57678E+12,PROCESSED,WORKING,TRUE,YES,-42.45247,18.97068,-14.19835,-42.45247,18.97068,-14.19835,,96,100,88.21392,-0.6131171,-9.634348,88.21392,-0.6131171,-9.634348,,,,,83.97169,-5.776031,-8.990549,83.97169,-5.776031,-8.990549,-32.14561,13.94472,-32.14561,13.94472,-32.14561,13.94472,-32.14561,13.94472,83.97169,-5.776031,-8.990549,83.97169,-5.776031,-8.990549,86.0928,-3.260152,-9.310168,86.0928,-3.260152,-9.310168,,,NO,NO,NO,NO,NO,DISTRACTED,AWAKE,5,11.03712,40.05669,12.39829,,0,14.57062,12.64648,SACCADE,
358,1.57678E+12,PROCESSED,WORKING,TRUE,YES,-42.07376,19.19437,-14.13556,-42.07376,19.19437,-14.13556,,95,100,87.87376,-0.6263197,-9.662911,87.87376,-0.6263197,-9.662911,,,,,83.66225,-5.877419,-8.990697,83.66225,-5.877419,-8.990697,-31.98755,13.37588,-31.98755,13.37588,-31.98755,13.37588,-31.98755,13.37588,83.66225,-5.877419,-8.990697,83.66225,-5.877419,-8.990697,85.76801,-3.318331,-9.324174,85.76801,-3.318331,-9.324174,,,NO,NO,NO,NO,NO,DISTRACTED,AWAKE,5,9.785469,40.2636,11.72119,,0,14.51263,12.43884,SACCADE,
359,1.57678E+12,PROCESSED,WORKING,TRUE,YES,-41.73862,19.43608,-14.00796,-41.73862,19.43608,-14.00796,,95,100,88.82555,-0.6444332,-9.866068,88.82555,-0.6444332,-9.866068,,,,,84.64143,-5.948422,-9.16798,84.64143,-5.948422,-9.16798,-31.79378,12.87006,-31.79378,12.87006,-31.79378,12.87006,-31.79378,12.87006,84.64143,-5.948422,-9.16798,84.64143,-5.948422,-9.16798,86.73349,-3.362352,-9.51414,86.73349,-3.362352,-9.51414,,,NO,NO,NO,NO,NO,DISTRACTED,AWAKE,5,8.839218,41.03955,11.20892,,0,14.58478,13.10364,SACCADE,
360,1.57678E+12,PROCESSED,WORKING,TRUE,YES,-41.60283,19.68557,-13.95312,-41.60283,19.68557,-13.95312,,95,100,88.39014,-0.7144273,-9.733469,88.39014,-0.7144273,-9.733469,,,,,84.21713,-6.019145,-9.083276,84.21713,-6.019145,-9.083276,-31.97125,12.39471,-31.97125,12.39471,-31.97125,12.39471,-31.97125,12.39471,84.21713,-6.019145,-9.083276,84.21713,-6.019145,-9.083276,86.30363,-3.432917,-9.406011,86.30363,-3.432917,-9.406011,,,NO,NO,NO,NO,NO,DISTRACTED,AWAKE,5,7.883949,41.62587,10.6919,,0,14.75812,13.29645,SACCADE,
361,1.57678E+12,PROCESSED,WORKING,TRUE,YES,-41.35558,19.86905,-13.83797,-41.35558,19.86905,-13.83797,,95,99,88.42358,-0.8133649,-9.69028,88.42358,-0.8133649,-9.69028,,,,,84.27089,-6.075502,-9.117348,84.27089,-6.075502,-9.117348,-32.33391,11.97734,-32.33391,11.97734,-32.33391,11.97734,-32.33391,11.97734,84.27089,-6.075502,-9.117348,84.27089,-6.075502,-9.117348,86.34724,-3.509733,-9.402361,86.34724,-3.509733,-9.402361,,,NO,NO,NO,NO,NO,DISTRACTED,AWAKE,5,7.088692,42.78101,10.26104,,0,14.42523,13.25873,SACCADE,
362,1.57678E+12,PROCESSED,WORKING,TRUE,YES,-41.09923,19.98594,-13.64367,-41.09923,19.98594,-13.64367,,95,99,87.88836,-0.7628973,-9.700962,87.88836,-0.7628973,-9.700962,,,,,83.75681,-6.03002,-9.027419,83.75681,-6.03002,-9.027419,-32.81767,11.84826,-32.81767,11.84826,-32.81767,11.84826,-32.81767,11.84826,83.75681,-6.03002,-9.027419,83.75681,-6.03002,-9.027419,85.82259,-3.461856,-9.361508,85.82259,-3.461856,-9.361508,,,NO,NO,NO,NO,NO,DISTRACTED,AWAKE,5,6.899918,43.53442,10.15847,,0,14.75488,13.09161,SACCADE,
363,1.57678E+12,PROCESSED,WORKING,TRUE,YES,-40.9395,19.99541,-13.51675,-40.9395,19.99541,-13.51675,,96,99,88.88112,-0.8729363,-9.901019,88.88112,-0.8729363,-9.901019,,,,,84.7628,-6.165658,-9.217209,84.7628,-6.165658,-9.217209,-32.97052,10.93083,-32.97052,10.93083,-32.97052,10.93083,-32.97052,10.93083,84.7628,-6.165658,-9.217209,84.7628,-6.165658,-9.217209,86.82196,-3.584077,-9.556381,86.82196,-3.584077,-9.556381,,,NO,NO,NO,NO,NO,DISTRACTED,AWAKE,5,5.019073,45.56222,9.139921,,0,14.42419,12.05396,SACCADE,
364,1.57678E+12,PROCESSED,WORKING,TRUE,YES,-40.75252,20.03099,-13.4203,-40.75252,20.03099,-13.4203,,96,99,88.50669,-0.9129998,-9.721033,88.50669,-0.9129998,-9.721033,,,,,84.40389,-6.148682,-9.088768,84.40389,-6.148682,-9.088768,-32.88206,9.953909,-32.88206,9.953911,-32.88206,9.953909,-32.88206,9.953911,84.40389,-6.148682,-9.088768,84.40389,-6.148682,-9.088768,86.45529,-3.594981,-9.402693,86.45529,-3.594981,-9.402693,,,NO,NO,NO,NO,NO,DISTRACTED,AWAKE,5,2.834106,46.58496,7.957525,,0,14.05859,13.18701,SACCADE,
365,1.57678E+12,PROCESSED,WORKING,TRUE,YES,-40.60367,20.03051,-13.21957,-40.60367,20.03051,-13.21957,,96,99,88.33061,-0.9085909,-9.764751,88.33061,-0.9085909,-9.764751,,,,,84.24019,-6.156032,-9.157711,84.24019,-6.156032,-9.157711,-32.85736,9.652557,-32.85736,9.652557,-32.85736,9.652557,-32.85736,9.652557,84.24019,-6.156032,-9.157711,84.24019,-6.156032,-9.157711,86.2854,-3.596521,-9.45935,86.2854,-3.596521,-9.45935,,,NO,NO,NO,NO,NO,DISTRACTED,AWAKE,5,1.983093,46.97167,7.497017,,0,14.18793,12.73651,SACCADE,
366,1.57678E+12,PROCESSED,WORKING,TRUE,YES,-40.4258,20.26134,-13.10497,-40.4258,20.26134,-13.10497,,96,98,89.0928,-0.9522902,-9.950908,89.0928,-0.9522902,-9.950908,,,,,85.0172,-6.252691,-9.292973,85.0172,-6.252691,-9.292973,-32.70721,9.141207,-32.70721,9.141205,-32.70721,9.141207,-32.70721,9.141205,85.0172,-6.252691,-9.292973,85.0172,-6.252691,-9.292973,87.055,-3.666538,-9.619509,87.055,-3.666538,-9.619509,,,NO,NO,NO,NO,NO,DISTRACTED,AWAKE,5,0.7824936,47.84001,6.815493,,0,13.90833,13.32849,SACCADE,
367,1.57678E+12,PROCESSED,WORKING,TRUE,YES,-40.42625,20.34148,-12.97776,-40.42625,20.34148,-12.97776,,96,97,87.8785,-0.9283888,-9.707028,87.8785,-0.9283888,-9.707028,,,,,83.80288,-6.15556,-9.147289,83.80288,-6.15556,-9.147289,-32.65471,8.456495,-32.65471,8.456497,-32.65471,8.456495,-32.65471,8.456497,83.80288,-6.15556,-9.147289,83.80288,-6.15556,-9.147289,85.84069,-3.606052,-9.425829,85.84069,-3.606052,-9.425829,,,NO,NO,NO,NO,NO,DISTRACTED,AWAKE,5,-1.060287,48.23095,5.838403,,0,13.50409,13.03998,SACCADE,
368,1.57678E+12,PROCESSED,WORKING,TRUE,YES,-40.50818,20.31378,-12.86759,-40.50818,20.31378,-12.86759,,95,97,87.76841,-0.9655556,-9.622231,87.76841,-0.9655556,-9.622231,,,,,83.68595,-6.171959,-9.100646,83.68595,-6.171959,-9.100646,-32.48429,8.051922,-32.48429,8.051926,-32.48429,8.051922,-32.48429,8.051926,83.68595,-6.171959,-9.100646,83.68595,-6.171959,-9.100646,85.72718,-3.632799,-9.360536,85.72718,-3.632799,-9.360536,,,NO,NO,NO,NO,NO,DISTRACTED,AWAKE,5,-2.101616,48.4477,5.2863,,0,13.8772,12.74005,SACCADE,
369,1.57678E+12,PROCESSED,WORKING,TRUE,YES,-40.51805,20.27775,-12.83493,-40.51805,20.27775,-12.83493,,95,96,88.07601,-0.9581631,-9.698747,88.07601,-0.9581631,-9.698747,,,,,83.99273,-6.185447,-9.14893,83.99273,-6.185447,-9.14893,-32.75004,8.017546,-32.75004,8.017548,-32.75004,8.017546,-32.75004,8.017548,83.99273,-6.185447,-9.14893,83.99273,-6.185447,-9.14893,86.03437,-3.635875,-9.422621,86.03437,-3.635875,-9.422621,,,NO,NO,NO,NO,NO,DISTRACTED,AWAKE,5,-2.117294,49.20248,5.272367,,0,14.16144,12.76239,SACCADE,
370,1.57678E+12,PROCESSED,WORKING,TRUE,YES,-40.55443,20.23727,-12.793,-40.55443,20.23727,-12.793,,94,96,87.58439,-0.9376659,-9.619523,87.58439,-0.9376659,-9.619523,,,,,83.49807,-6.169293,-9.072042,83.49807,-6.169293,-9.072042,-32.48346,7.809556,-32.48346,7.809555,-32.48346,7.809556,-32.48346,7.809555,83.49807,-6.169293,-9.072042,83.49807,-6.169293,-9.072042,85.54123,-3.618024,-9.344575,85.54123,-3.618024,-9.344575,,,NO,NO,NO,NO,NO,DISTRACTED,AWAKE,5,-2.728546,48.72813,4.947604,,0,14.25647,13.04089,SACCADE,
371,1.57678E+12,PROCESSED,WORKING,TRUE,YES,-40.61096,20.2904,-12.83832,-40.61096,20.2904,-12.83832,,,95,,,,,,,,,,,83.07294,-6.149291,-9.030021,83.07294,-6.149291,-9.030021,-31.20819,0.1695433,-31.20819,0.1695404,-31.20819,0.1695433,-31.20819,0.1695404,83.07294,-6.149291,-9.030021,83.07294,-6.149291,-9.030021,85.11845,-3.610681,-9.30615,85.11845,-3.610681,-9.30615,,,NO,NO,NO,NO,NO,DISTRACTED,AWAKE,5,-28.27261,61.3057,-8.644804,,0,10.55029,,SACCADE,
372,1.57678E+12,PROCESSED,WORKING,TRUE,YES,-40.96443,20.3238,-12.95023,-40.96443,20.3238,-12.95023,,,0,,,,,,,,,,,82.9988,-6.128485,-8.967771,82.9988,-6.128485,-8.967771,,,,,,,,,,,,,,,85.059,-3.589286,-9.280177,85.059,-3.589286,-9.280177,,,NO,NO,NO,NO,NO,DISTRACTED,AWAKE,,,,,,0,0,,SACCADE,
373,1.57678E+12,PROCESSED,WORKING,TRUE,YES,-41.01427,20.3421,-12.96472,-41.01427,20.3421,-12.96472,,0,0,87.33521,-0.9694504,-9.480062,87.33521,-0.9694504,-9.480062,,,,,83.21069,-6.117607,-8.951874,83.21069,-6.117607,-8.951874,,,,,,,,,,,,,,,85.27295,-3.607893,-9.21497,85.27295,-3.607893,-9.21497,,,NO,NO,NO,NO,NO,DISTRACTED,AWAKE,,,,,,0,0,0,INVALID,
374,1.57678E+12,PROCESSED,WORKING,TRUE,YES,-41.112,20.52062,-12.93409,-41.112,20.52062,-12.93409,,16,15,87.42607,-0.9986816,-9.619578,87.42607,-0.9986816,-9.619578,,,,,83.29347,-6.222545,-9.097084,83.29347,-6.222545,-9.097084,-30.62341,1.690735,-30.62341,1.690735,-30.62341,1.690735,-30.62341,1.690735,83.29347,-6.222545,-9.097084,83.29347,-6.222545,-9.097084,85.35977,-3.675994,-9.357491,85.35977,-3.675994,-9.357491,,,NO,NO,NO,NO,NO,DISTRACTED,AWAKE,5,-22.34438,56.3098,-5.47357,,0,9.692322,9.297668,INVALID,
375,1.57678E+12,PROCESSED,WORKING,TRUE,YES,-41.22055,20.6091,-12.92355,-41.22055,20.6091,-12.92355,,29,29,87.31782,-0.8248633,-9.66622,87.31782,-0.8248633,-9.66622,,,,,83.17626,-6.083557,-9.153975,83.17626,-6.083557,-9.153975,-30.63332,11.45174,-30.63332,11.45174,-30.63332,11.45174,-30.63332,11.45174,83.17626,-6.083557,-9.153975,83.17626,-6.083557,-9.153975,85.24704,-3.520158,-9.409429,85.24704,-3.520158,-9.409429,,,NO,NO,NO,NO,NO,DISTRACTED,AWAKE,5,5.193932,40.09629,9.205442,,0,12.08911,10.38397,INVALID,
376,1.57678E+12,PROCESSED,WORKING,TRUE,YES,-41.34007,20.56558,-12.90371,-41.34007,20.56558,-12.90371,,38,38,87.90804,-0.8730557,-9.727736,87.90804,-0.8730557,-9.727736,,,,,83.75662,-6.095186,-9.189903,83.75662,-6.095186,-9.189903,-30.55795,10.98304,-30.55795,10.98305,-30.55795,10.98304,-30.55795,10.98305,83.75662,-6.095186,-9.189903,83.75662,-6.095186,-9.189903,85.83233,-3.549341,-9.457848,85.83233,-3.549341,-9.457848,,,NO,NO,NO,NO,NO,DISTRACTED,AWAKE,5,4.286926,40.82436,8.720518,,0,12.63562,12.10095,INVALID,
377,1.57678E+12,PROCESSED,WORKING,TRUE,YES,-41.43882,20.48727,-12.91182,-41.43882,20.48727,-12.91182,,52,52,87.71898,-0.8336504,-9.673904,87.71898,-0.8336504,-9.673904,,,,,83.55943,-5.988781,-9.150007,83.55943,-5.988781,-9.150007,-31.12881,10.76807,-31.12881,10.76807,-31.12881,10.76807,-31.12881,10.76807,83.55943,-5.988781,-9.150007,83.55943,-5.988781,-9.150007,85.63921,-3.475864,-9.411144,85.63921,-3.475864,-9.411144,,,NO,NO,NO,NO,NO,DISTRACTED,AWAKE,5,3.955574,42.08594,8.535915,,0,13.65649,12.65924,INVALID,
378,1.57678E+12,PROCESSED,WORKING,TRUE,YES,-41.57883,20.30835,-12.93554,-41.57883,20.30835,-12.93554,,66,66,88.05337,-0.9049875,-9.712147,88.05337,-0.9049875,-9.712147,,,,,83.88233,-6.047226,-9.173097,83.88233,-6.047226,-9.173097,-31.84822,11.35865,-31.84822,11.35865,-31.84822,11.35865,-31.84822,11.35865,83.88233,-6.047226,-9.173097,83.88233,-6.047226,-9.173097,85.96785,-3.540564,-9.44164,85.96785,-3.540564,-9.44164,,,NO,NO,NO,NO,NO,DISTRACTED,AWAKE,5,5.450485,42.67401,9.375089,,0,14.78821,13.74756,SACCADE,
379,1.57678E+12,PROCESSED,WORKING,TRUE,YES,-41.69536,20.22802,-12.89966,-41.69536,20.22802,-12.89966,,80,81,88.36517,-0.8507493,-9.72317,88.36517,-0.8507493,-9.72317,,,,,84.18458,-5.994384,-9.17032,84.18458,-5.994384,-9.17032,-32.20403,11.38746,-32.20403,11.38746,-32.20403,11.38746,-32.20403,11.38746,84.18458,-5.994384,-9.17032,84.18458,-5.994384,-9.17032,86.27487,-3.486923,-9.44559,86.27487,-3.486923,-9.44559,,,NO,NO,NO,NO,NO,DISTRACTED,AWAKE,5,5.701981,43.43645,9.510625,,0,14.77856,13.22845,SACCADE,
380,1.57678E+12,PROCESSED,WORKING,TRUE,YES,-41.79733,20.09603,-12.85419,-41.79733,20.09603,-12.85419,,93,95,88.70392,-0.8570819,-9.815339,88.70392,-0.8570819,-9.815339,,,,,84.51498,-6.092631,-9.261622,84.51498,-6.092631,-9.261622,-32.32176,11.47136,-32.32176,11.47137,-32.32176,11.47136,-32.32176,11.47137,84.51498,-6.092631,-9.261622,84.51498,-6.092631,-9.261622,86.60945,-3.540232,-9.537362,86.60945,-3.540232,-9.537362,,,NO,NO,NO,NO,NO,DISTRACTED,AWAKE,5,5.899162,43.64803,9.617131,,0,14.51776,13.51599,SACCADE,
381,1.57678E+12,PROCESSED,WORKING,TRUE,YES,-41.80787,19.89928,-12.72892,-41.80787,19.89928,-12.72892,,95,98,87.80797,-0.8310456,-9.720995,87.80797,-0.8310456,-9.720995,,,,,83.61816,-6.057353,-9.152924,83.61816,-6.057353,-9.152924,-32.50497,11.97991,-32.50497,11.9799,-32.50497,11.97991,-32.50497,11.9799,83.61816,-6.057353,-9.152924,83.61816,-6.057353,-9.152924,85.71307,-3.510162,-9.435652,85.71307,-3.510162,-9.435652,,,NO,NO,NO,NO,NO,DISTRACTED,AWAKE,5,6.888405,42.83425,10.15269,,0,14.66266,13.50104,SACCADE,
382,1.57678E+12,PROCESSED,WORKING,TRUE,YES,-41.78811,19.73425,-12.60081,-41.78811,19.73425,-12.60081,,96,99,88.3635,-0.8832002,-9.792991,88.3635,-0.8832002,-9.792991,,,,,84.17532,-6.119953,-9.236503,84.17532,-6.119953,-9.236503,-32.83128,12.01607,-32.83128,12.01607,-32.83128,12.01607,-32.83128,12.01607,84.17532,-6.119953,-9.236503,84.17532,-6.119953,-9.236503,86.26941,-3.567235,-9.5136,86.26941,-3.567235,-9.5136,,,NO,NO,NO,NO,NO,DISTRACTED,AWAKE,5,7.126274,43.59433,10.28085,,0,14.37842,13.38428,SACCADE,
383,1.57678E+12,PROCESSED,WORKING,TRUE,YES,-41.85773,19.66444,-12.53013,-41.85773,19.66444,-12.53013,,96,100,88.34208,-0.8714479,-9.74691,88.34208,-0.8714479,-9.74691,,,,,84.1482,-6.063171,-9.190536,84.1482,-6.063171,-9.190536,-32.61687,12.02328,-32.61687,12.02328,-32.61687,12.02328,-32.61687,12.02328,84.1482,-6.063171,-9.190536,84.1482,-6.063171,-9.190536,86.24514,-3.532514,-9.467558,86.24514,-3.532514,-9.467558,,,NO,NO,NO,NO,NO,DISTRACTED,AWAKE,5,7.131355,43.22312,10.28383,,0,14.69019,13.93518,SACCADE,
384,1.57678E+12,PROCESSED,WORKING,TRUE,YES,-41.89806,19.38752,-12.51518,-41.89806,19.38752,-12.51518,,96,100,88.02974,-0.8212218,-9.669954,88.02974,-0.8212218,-9.669954,,,,,83.83257,-6.019823,-9.102624,83.83257,-6.019823,-9.102624,-32.43987,12.31147,-32.43988,12.31147,-32.43987,12.31147,-32.43988,12.31147,83.83257,-6.019823,-9.102624,83.83257,-6.019823,-9.102624,85.93115,-3.486081,-9.384959,85.93115,-3.486081,-9.384959,,,NO,NO,NO,NO,NO,DISTRACTED,AWAKE,5,7.691452,42.37517,10.58731,,0,15.40094,13.84277,SACCADE,
385,1.57678E+12,PROCESSED,WORKING,TRUE,YES,-41.76566,19.248,-12.47175,-41.76566,19.248,-12.47175,,95,100,88.06273,-0.800969,-9.69209,88.06273,-0.800969,-9.69209,,,,,83.87639,-6.025009,-9.133907,83.87639,-6.025009,-9.133907,-32.49088,12.2012,-32.49088,12.2012,-32.49088,12.2012,-32.49088,12.2012,83.87639,-6.025009,-9.133907,83.87639,-6.025009,-9.133907,85.96956,-3.478646,-9.411781,85.96956,-3.478646,-9.411781,,,NO,NO,NO,NO,NO,DISTRACTED,AWAKE,5,7.452309,42.64539,10.45779,,0,15.0813,14.32745,FIXATION,6
386,1.57678E+12,PROCESSED,WORKING,TRUE,YES,-41.6349,19.10323,-12.45029,-41.6349,19.10323,-12.45029,,96,100,88.35775,-0.8418341,-9.745144,88.35775,-0.8418341,-9.745144,,,,,84.18211,-6.063305,-9.193815,84.18211,-6.063305,-9.193815,-32.06087,12.13592,-32.06087,12.13593,-32.06087,12.13592,-32.06087,12.13593,84.18211,-6.063305,-9.193815,84.18211,-6.063305,-9.193815,86.26993,-3.517813,-9.468354,86.26993,-3.517813,-9.468354,,,NO,NO,NO,NO,NO,DISTRACTED,AWAKE,5,7.222221,42.14032,10.33367,,0,15.67963,14.05621,FIXATION,7
387,1.57678E+12,PROCESSED,WORKING,TRUE,YES,-41.58311,19.00942,-12.4658,-41.58311,19.00942,-12.4658,,96,100,87.99736,-0.8287601,-9.697664,87.99736,-0.8287601,-9.697664,,,,,83.82597,-6.035397,-9.176687,83.82597,-6.035397,-9.176687,-31.95511,11.84302,-31.95511,11.84302,-31.95511,11.84302,-31.95511,11.84302,83.82597,-6.035397,-9.176687,83.82597,-6.035397,-9.176687,85.91167,-3.497341,-9.436416,85.91167,-3.497341,-9.436416,,,NO,NO,NO,NO,NO,DISTRACTED,AWAKE,5,6.488754,42.20605,9.936926,,0,14.89001,13.73767,FIXATION,8
388,1.57678E+12,PROCESSED,WORKING,TRUE,YES,-41.53561,18.99189,-12.45258,-41.53561,18.99189,-12.45258,,95,99,89.0649,-0.9115037,-9.884665,89.0649,-0.9115037,-9.884665,,,,,84.8974,-6.131763,-9.352052,84.8974,-6.131763,-9.352052,-32.37,11.16925,-32.37,11.16925,-32.37,11.16925,-32.37,11.16925,84.8974,-6.131763,-9.352052,84.8974,-6.131763,-9.352052,86.98115,-3.586222,-9.617497,86.98115,-3.586222,-9.617497,,,NO,NO,NO,NO,NO,DISTRACTED,AWAKE,5,5.252419,44.35399,9.266889,,0,13.84216,12.65021,SACCADE,
